,reactos-mirror.csv,qgo.csv,kmatplot.csv,nh3d.csv,taokgame.csv,mcore3d.csv,applet2app.csv,gbif-providertoolkit.csv,htmlunit.csv,qtwin.csv,unbvision.csv,wishmaster.csv,autat.csv,all-plasm.csv,acdk.csv,autowikibrowser.csv,uwom.csv
acdk.csv,0.97,0.36,0.65,0.97,0.95,0.95,0.54,0.81,0.6,0.94,0.71,0.9,0.6,0.73,0.56,0.64,0.98
all-plasm.csv,0.98,0.43,0.89,0.97,0.66,0.9,0.57,0.74,0.81,0.67,0.94,0.94,0.64,0.65,0.84,0.62,0.67
applet2app.csv,0.46,0.58,0.53,0.75,0.49,0.55,0.63,0.51,0.52,0.67,0.59,0.59,0.61,0.36,0.5,0.52,0.49
autat.csv,0.99,0.86,0.71,0.97,0.61,0.92,0.96,0.68,0.67,0.71,0.67,0.88,0.88,0.75,0.51,0.92,0.84
autowikibrowser.csv,0.55,0.4,0.53,0.76,0.64,0.63,0.48,0.44,0.47,0.47,0.5,0.42,0.42,0.42,0.42,0.47,0.45
gbif-providertoolkit.csv,0.99,0.8,0.71,0.67,0.92,0.95,0.83,0.92,0.97,0.86,0.67,0.56,0.75,0.8,0.96,0.88,0.59
htmlunit.csv,0.99,0.0,0.97,0.68,0.84,0.93,1.0,0.77,0.6,1.0,0.91,0.5,0.92,0.86,0.98,0.84,0.99
kmatplot.csv,0.54,0.94,0.86,0.77,0.88,0.92,0.85,0.65,0.72,0.99,0.94,0.71,0.91,0.9,0.63,0.54,0.73
mcore3d.csv,0.7,0.45,0.48,0.91,0.49,0.47,0.51,0.46,0.64,0.54,0.5,0.37,0.41,0.42,0.63,0.48,0.48
nh3d.csv,0.75,0.5,0.91,0.75,0.8,0.92,0.99,0.0,0.0,0.99,0.5,0.86,0.0,0.5,0.0,0.83,0.97
qgo.csv,0.35,0.46,0.43,0.49,0.39,0.4,0.44,0.32,0.34,0.45,0.43,0.38,0.54,0.34,0.46,0.35,0.39
qtwin.csv,0.0,0.5,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.83
reactos-mirror.csv,0.63,0.37,0.37,0.73,0.41,0.44,0.44,0.4,0.37,0.48,0.53,0.44,0.35,0.31,0.43,0.38,0.41
taokgame.csv,0.88,0.0,0.75,0.0,0.9,0.86,0.69,0.67,0.0,0.97,0.5,0.89,0.44,0.71,0.67,0.9,0.94
unbvision.csv,0.89,0.43,0.63,0.97,0.56,0.88,0.52,0.7,0.83,0.72,0.79,0.71,0.66,0.46,0.57,0.72,0.75
uwom.csv,0.5,0.54,0.54,0.52,0.59,0.67,0.63,0.62,0.7,0.62,0.86,0.83,0.71,0.56,0.52,0.68,0.8
wishmaster.csv,0.44,0.66,0.77,0.98,0.69,0.75,1.0,0.5,0.61,0.87,0.96,0.92,0.92,0.45,0.57,0.61,0.88
