,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.46,0.45,0.29,0.27,0.19,0.97
lazarus-ccr.csv,0.77,0.46,0.38,0.25,0.08,0.91
lcfizvtop.csv,0.39,0.54,0.28,0.21,0.6,1.0
migen.csv,0.37,0.71,0.1,0.33,0.4,0.89
mvnforum.csv,0.0,0.71,1.0,0.23,0.5,1.0
plplot.csv,0.51,0.45,0.3,0.8,0.18,0.97
