,lazarus-ccr.csv,migen.csv,mvnforum.csv,plplot.csv,lcfizvtop.csv,buddata-ebxml-registry.csv
buddata-ebxml-registry.csv,0.35,0.35,0.31,0.51,0.39,0.34
lazarus-ccr.csv,0.27,0.27,0.23,0.5,0.39,0.27
lcfizvtop.csv,0.19,0.22,0.16,0.19,0.15,0.21
migen.csv,0.33,0.19,0.24,0.12,0.14,0.24
mvnforum.csv,0.35,0.35,0.31,0.29,0.37,0.32
plplot.csv,0.35,0.26,0.29,0.12,0.32,0.24
