,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.17,0.52,0.6,0.18,0.11,0.94,0.61,0.46,0.24,0.44,0.45,0.25,0.46,0.07,0.49,0.32,0.35,0.35
bigdata.csv,0.48,0.27,0.24,0.08,0.0,0.42,0.34,0.55,0.63,0.52,0.76,0.0,0.3,0.14,1.0,0.57,0.4,0.33
chaperon.csv,0.2,0.36,0.0,0.0,1.0,0.29,0.16,0.22,0.1,0.2,0.13,0.18,0.02,0.12,0.06,0.0,0.09,0.0
e-bio-flow.csv,0.42,0.31,0.95,0.09,0.0,0.4,0.6,0.37,0.14,0.39,0.81,0.22,0.38,0.14,0.56,0.44,0.31,0.44
exist.csv,0.25,0.57,0.39,0.15,0.12,0.5,0.65,0.97,0.64,0.65,0.35,0.09,0.43,0.17,0.66,0.41,0.36,0.45
freedom-erp.csv,0.0,0.18,0.27,0.0,0.0,0.4,0.31,0.1,0.3,0.1,0.99,0.0,0.1,0.13,0.19,0.12,0.04,0.0
geotools.csv,0.31,0.48,0.41,0.11,0.0,0.23,0.32,0.39,0.33,0.38,0.58,0.14,0.96,0.16,0.44,0.27,0.31,0.06
jaxlib.csv,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.06
jppf-project.csv,0.47,0.51,0.53,0.08,0.11,0.45,1.0,0.58,0.66,0.81,0.73,0.23,0.44,0.15,0.79,0.59,0.32,0.48
matrex.csv,0.1,0.58,0.29,0.14,0.36,0.41,0.28,0.18,0.99,0.44,0.75,0.29,0.26,0.18,0.38,0.16,0.22,0.17
mediate.csv,0.5,0.99,0.5,0.05,0.11,0.44,0.84,0.47,0.59,0.48,0.72,0.18,0.39,0.14,0.73,0.58,0.35,0.24
nunit.csv,0.47,0.62,0.55,0.0,0.0,0.32,0.46,0.53,0.25,0.45,0.29,0.33,0.33,0.0,0.41,0.25,0.98,0.15
octet.csv,0.37,0.72,0.18,0.09,0.35,0.42,0.59,0.59,0.55,0.62,0.77,1.0,0.32,0.11,0.63,0.4,0.39,0.51
pokenetonline.csv,0.27,0.63,0.53,0.1,0.23,0.42,0.84,0.65,0.63,1.0,0.73,0.33,0.51,0.16,0.82,0.52,0.39,0.57
reaper3d.csv,0.1,0.09,0.11,0.0,0.0,0.24,0.35,0.15,0.2,0.0,0.02,0.22,0.13,0.93,0.42,0.0,0.22,0.25
simplewebservices.csv,0.26,0.62,0.49,0.0,0.24,0.33,0.76,0.62,0.67,0.62,0.72,0.32,0.4,0.07,0.8,0.98,0.34,0.38
stajistics.csv,0.45,0.38,0.5,0.0,0.18,0.26,0.47,0.54,0.07,0.51,0.35,0.18,0.36,0.24,0.6,0.21,0.28,0.97
swtfox.csv,0.99,0.21,0.33,0.27,0.1,0.15,0.38,0.5,0.14,0.29,0.1,0.09,0.3,0.05,0.37,0.49,0.32,0.3
