,swtfox.csv,mediate.csv,e-bio-flow.csv,jaxlib.csv,chaperon.csv,azureus.csv,jppf-project.csv,exist.csv,matrex.csv,pokenetonline.csv,freedom-erp.csv,octet.csv,geotools.csv,reaper3d.csv,bigdata.csv,simplewebservices.csv,nunit.csv,stajistics.csv
azureus.csv,0.58,0.56,0.41,0.5,0.67,0.71,0.48,0.62,0.95,0.65,0.59,0.67,0.51,0.95,0.5,0.58,0.82,0.9
bigdata.csv,0.39,0.92,0.92,0.3,0.0,0.4,0.89,0.49,0.39,0.61,0.3,0.0,0.85,0.37,0.43,0.39,0.51,0.79
chaperon.csv,0.9,0.73,0.75,0.67,0.75,0.78,0.9,0.94,0.83,0.9,0.92,0.75,0.92,0.88,0.92,0.0,0.86,0.5
e-bio-flow.csv,0.42,0.92,0.63,0.48,0.59,0.69,0.56,0.63,0.93,0.77,0.32,0.64,0.58,0.61,0.62,0.61,0.58,0.79
exist.csv,0.88,0.49,0.45,0.42,0.69,0.4,0.45,0.45,0.42,0.42,0.64,0.62,0.48,0.61,0.39,0.65,0.59,0.54
freedom-erp.csv,0.89,0.83,0.86,0.83,0.0,0.67,0.88,0.88,0.92,0.67,0.4,0.0,0.95,0.86,0.97,0.95,0.83,0.0
geotools.csv,0.56,0.78,0.68,0.65,0.83,0.97,0.81,0.77,0.96,0.8,0.45,0.86,0.68,0.94,0.69,0.89,0.67,0.75
jaxlib.csv,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.0,0.0,0.0,0.0,0.0
jppf-project.csv,0.38,0.48,0.39,0.29,0.43,0.38,0.35,0.43,0.36,0.35,0.35,0.47,0.43,0.35,0.4,0.36,0.4,0.46
matrex.csv,0.95,0.49,0.68,0.83,0.86,0.45,0.94,0.95,0.46,0.63,0.38,0.86,0.96,0.93,0.66,0.94,0.94,0.88
mediate.csv,0.42,0.45,0.4,0.35,0.59,0.47,0.39,0.55,0.4,0.65,0.34,0.46,0.49,0.41,0.46,0.4,0.45,0.7
nunit.csv,0.59,0.42,0.52,0.7,0.83,0.97,0.6,0.6,0.91,0.66,0.96,0.8,0.68,0.91,0.72,0.97,0.88,0.91
octet.csv,0.71,0.33,0.86,0.55,0.77,0.4,0.52,0.56,0.61,0.52,0.32,0.86,0.7,0.54,0.56,0.62,0.68,0.47
pokenetonline.csv,0.46,0.42,0.39,0.36,0.45,0.42,0.35,0.4,0.42,0.38,0.33,0.47,0.38,0.41,0.36,0.37,0.42,0.37
reaper3d.csv,0.5,0.8,0.86,0.5,0.88,0.66,0.96,0.95,0.97,0.0,0.75,0.5,0.99,0.86,0.97,0.5,0.68,0.74
simplewebservices.csv,0.55,0.43,0.5,0.48,0.57,0.48,0.43,0.51,0.44,0.51,0.36,0.71,0.56,0.57,0.5,0.59,0.5,0.65
stajistics.csv,0.77,0.84,0.47,0.67,0.86,0.79,0.6,0.55,0.91,0.61,0.82,0.75,0.76,0.46,0.62,0.97,0.79,0.61
swtfox.csv,0.72,0.95,0.71,0.77,0.94,0.97,0.92,0.73,0.82,0.78,0.96,0.61,0.74,0.83,0.99,0.6,0.7,0.9
