,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.22,0.37,0.46,0.77,0.35,0.73,0.58,0.68,0.45
ctrlr.csv,0.15,0.25,0.17,0.62,0.44,0.7,0.39,0.56,0.45
customsagetv.csv,0.31,0.66,0.9,0.68,0.15,0.83,0.67,0.75,0.39
glas.csv,0.27,0.59,0.54,0.73,0.29,0.78,0.6,0.68,0.45
octave.csv,0.31,0.57,0.6,0.64,0.0,0.79,0.31,0.47,0.33
tango-cs.csv,0.29,0.59,0.24,0.71,0.14,0.82,0.49,0.62,0.54
xcf.csv,0.21,0.57,0.71,0.67,0.36,0.73,0.44,0.75,0.42
xfce.csv,0.21,0.55,0.4,0.7,0.21,0.78,0.39,0.61,0.4
zildo.csv,0.27,0.75,0.79,0.69,0.16,0.78,0.5,0.61,0.4
