,octave.csv,zildo.csv,customsagetv.csv,alleg.csv,ctrlr.csv,xfce.csv,glas.csv,xcf.csv,tango-cs.csv
alleg.csv,0.64,0.33,0.37,0.72,0.68,0.62,0.6,0.66,0.64
ctrlr.csv,0.45,0.19,0.02,0.37,0.77,0.55,0.44,0.49,0.6
customsagetv.csv,0.58,0.52,0.88,0.3,0.12,0.37,0.13,0.23,0.54
glas.csv,0.64,0.69,0.54,0.46,0.5,0.62,0.68,0.45,0.63
octave.csv,0.54,0.21,0.53,0.58,0.0,0.23,0.17,0.29,0.34
tango-cs.csv,0.61,0.67,0.19,0.57,0.12,0.45,0.69,0.67,0.63
xcf.csv,0.62,0.66,0.81,0.65,0.58,0.58,0.6,0.75,0.55
xfce.csv,0.57,0.63,0.37,0.67,0.33,0.65,0.2,0.66,0.55
zildo.csv,0.49,0.7,0.8,0.63,0.31,0.6,0.1,0.38,0.55
