,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.66,0.54,0.5,0.59
jajuk.csv,0.29,0.6,0.63,0.65
vapor.csv,0.98,0.67,0.52,0.62
zorannt.csv,0.49,0.42,0.6,0.53
