,jajuk.csv,zorannt.csv,vapor.csv,bacula.csv
bacula.csv,0.48,0.32,0.5,0.7
jajuk.csv,0.78,0.33,0.43,0.79
vapor.csv,0.05,0.3,0.47,0.71
zorannt.csv,0.63,0.43,0.41,0.65
