,x4x.csv,xharbour.csv,megasquirtavr.csv,atomsite.csv,hazelcast.csv,emisview.csv,trackit.csv,betoffice.csv,jitterbit.csv,wxlua.csv,bnetd.csv,jppf-project.csv,bionote.csv,kolmafia.csv,findbugs.csv,qedo.csv,stajistics.csv,elvishrayrenderer.csv
atomsite.csv,0.82,0.91,0.28,0.48,1.0,0.36,0.63,0.46,0.34,0.9,0.67,0.92,0.19,0.67,0.37,0.08,0.33,0.68
betoffice.csv,0.81,0.79,0.2,0.34,0.81,0.28,0.61,0.55,0.16,0.92,0.49,0.92,0.1,0.53,0.34,0.12,0.28,0.68
bionote.csv,0.88,0.88,1.0,0.31,1.0,0.33,0.75,0.43,0.44,0.96,0.86,0.91,0.41,0.6,0.33,0.05,0.46,0.65
bnetd.csv,0.78,0.82,0.22,0.41,0.82,0.4,0.58,0.5,0.31,0.93,0.78,0.92,0.16,0.79,0.33,0.08,0.29,0.67
elvishrayrenderer.csv,0.77,0.86,0.0,0.42,0.95,0.59,0.62,0.67,0.38,0.92,0.91,0.88,0.3,0.65,0.3,0.05,0.57,0.83
emisview.csv,0.62,0.0,0.35,0.54,0.95,0.44,0.89,0.45,0.5,0.0,0.71,0.88,0.26,0.5,0.42,0.25,0.54,1.0
findbugs.csv,0.73,0.89,0.24,0.32,0.84,0.27,0.66,0.51,0.38,1.0,0.53,0.91,0.17,0.77,0.52,0.1,0.24,0.76
hazelcast.csv,0.77,0.89,0.5,0.36,1.0,0.32,0.61,0.52,0.28,0.94,0.61,0.94,0.17,0.62,0.36,0.12,0.41,0.69
jitterbit.csv,0.76,0.87,0.29,0.44,0.89,0.31,0.74,0.27,0.54,0.89,0.53,0.95,0.15,0.6,0.47,0.02,0.35,0.72
jppf-project.csv,0.78,0.75,0.19,0.27,0.92,0.21,0.63,0.49,0.2,0.89,0.45,0.99,0.16,0.61,0.41,0.06,0.34,0.57
kolmafia.csv,0.79,0.86,0.22,0.42,0.93,0.31,0.63,0.5,0.32,0.9,0.65,0.96,0.13,0.74,0.36,0.08,0.31,0.72
megasquirtavr.csv,0.78,0.82,0.56,0.33,0.84,0.3,0.63,0.49,0.32,0.92,0.53,0.92,0.12,0.54,0.39,0.08,0.32,0.64
qedo.csv,0.86,0.68,0.04,0.24,0.86,0.3,0.42,0.58,0.17,0.9,0.5,0.97,0.05,0.42,0.24,0.24,0.09,0.61
stajistics.csv,0.74,0.81,0.18,0.31,0.95,0.37,0.42,0.54,0.28,0.92,0.75,0.92,0.2,0.55,0.36,0.11,0.51,0.64
trackit.csv,0.45,1.0,0.12,0.29,0.84,0.42,0.71,0.33,0.27,0.9,0.38,0.94,0.25,0.53,0.64,0.16,0.22,0.43
wxlua.csv,0.82,0.8,0.18,0.3,0.68,0.35,0.61,0.2,0.3,0.94,0.51,0.89,0.12,0.47,0.59,0.08,0.28,0.63
x4x.csv,0.91,0.82,0.26,0.36,0.79,0.29,0.62,0.54,0.26,0.94,0.7,0.9,0.09,0.53,0.35,0.09,0.25,0.64
xharbour.csv,0.75,0.99,0.28,0.38,0.93,0.32,0.7,0.5,0.29,0.92,0.51,0.89,0.21,0.67,0.41,0.04,0.33,0.69
