,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.77,0.58,0.7,0.75,0.76,0.75,0.9,0.59,0.89,0.74,0.34,0.62,0.93,0.05,0.87,0.72,0.73
arm-webradio.csv,0.89,0.63,0.71,1.01,0.74,0.67,0.81,0.63,0.73,0.83,0.91,0.53,0.86,0.79,0.59,0.84,0.01
codepurge.csv,0.73,0.75,0.89,0.9,0.86,0.75,0.89,0.9,1.0,0.92,0.44,0.66,0.04,0.77,0.72,0.78,0.69
fw4spl.csv,0.76,0.15,0.79,1.12,0.77,0.89,1.13,0.68,0.78,0.95,0.59,0.75,0.87,0.7,0.69,0.78,0.9
glas.csv,0.67,0.78,0.74,0.64,0.84,0.62,0.59,1.01,0.03,0.71,1.04,0.73,0.78,0.57,0.66,0.72,0.54
grisbi.csv,0.64,0.75,0.59,0.71,0.84,0.81,0.02,0.84,0.71,0.75,0.69,0.73,0.6,0.65,0.66,0.67,0.69
gwanted.csv,1.0,0.98,0.96,0.93,0.11,1.0,1.0,1.0,1.0,0.36,0.72,0.72,1.0,1.0,0.83,0.95,0.97
lcfizvtop.csv,0.8,0.54,0.73,0.98,0.66,0.18,0.74,0.85,0.98,0.5,0.52,0.54,0.5,0.73,0.53,0.84,0.86
ldview.csv,0.05,0.85,0.97,0.91,0.9,1.0,0.86,0.68,0.78,0.81,0.61,0.79,0.91,0.69,0.72,0.6,0.54
libmesh.csv,0.71,0.81,0.95,0.74,0.9,1.03,0.79,0.15,0.85,0.83,0.6,0.69,0.93,0.72,0.92,0.87,0.52
mediaportal.csv,1.0,1.0,0.83,0.97,0.88,1.0,0.98,0.88,1.0,0.84,0.86,0.19,1.0,1.0,0.98,0.99,1.0
olex2.csv,0.59,0.72,0.47,0.42,0.63,0.52,0.38,0.86,0.58,0.77,0.41,0.63,0.85,0.74,0.88,0.03,0.8
oppna-program-hsatools.csv,0.67,0.82,0.88,0.05,0.8,0.91,0.32,0.9,0.69,1.0,0.72,0.86,0.6,0.81,0.91,0.62,1.06
qlc.csv,0.78,0.83,0.0,0.87,0.83,0.92,0.98,0.53,0.92,0.89,0.43,0.82,0.92,0.52,0.91,0.72,0.89
somap.csv,1.0,1.0,1.0,0.96,1.0,1.0,1.0,1.0,1.0,0.01,1.0,1.0,1.0,1.0,0.93,1.0,1.0
wxcode.csv,0.95,0.96,0.78,0.93,0.86,1.01,0.94,1.0,1.0,1.0,0.0,0.72,0.96,0.85,0.94,0.85,1.0
xcf.csv,0.89,0.65,0.74,0.88,0.7,0.51,0.64,0.71,0.74,0.87,0.84,0.59,0.78,0.72,0.0,0.86,0.25
