,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.29,0.58,0.44,0.64,0.64,0.27,0.36,0.65,0.3,0.68,1.0,0.54,0.08,0.95,0.59,0.3,0.31
arm-webradio.csv,0.81,0.6,0.78,0.56,0.93,1.0,0.8,0.85,0.81,0.5,0.86,0.59,0.96,0.73,0.69,0.77,1.0
codepurge.csv,0.29,0.25,0.11,0.1,0.14,0.27,0.11,0.12,0.0,0.08,0.57,0.39,0.96,0.24,0.28,0.23,0.31
fw4spl.csv,0.9,0.85,0.33,0.2,0.39,0.45,0.35,0.54,0.57,0.54,0.71,0.36,0.62,0.59,0.56,0.57,0.6
glas.csv,0.43,0.38,0.39,0.5,0.25,0.45,0.45,0.27,0.97,0.5,0.0,0.34,0.29,0.46,0.5,0.43,0.49
grisbi.csv,0.62,0.77,0.67,0.86,0.82,0.82,0.98,0.69,0.49,0.65,0.71,0.9,0.83,0.59,0.72,0.83,0.74
gwanted.csv,0.0,0.02,0.06,0.07,0.89,0.0,0.0,0.0,0.0,0.86,0.29,0.71,0.0,0.0,0.69,0.05,0.03
lcfizvtop.csv,0.86,0.62,0.39,0.31,0.43,0.82,0.27,0.23,0.03,0.5,0.57,0.73,0.54,0.39,0.56,0.35,0.14
ldview.csv,0.95,0.17,0.06,0.14,0.11,0.0,0.3,0.46,0.3,0.19,0.43,0.25,0.12,0.32,0.31,0.52,0.51
libmesh.csv,0.33,0.27,0.06,0.64,0.36,0.18,0.24,1.0,0.24,0.17,0.43,0.48,0.08,0.37,0.41,0.13,0.49
mediaportal.csv,0.0,0.0,0.17,0.81,0.79,0.0,0.02,0.12,0.0,0.89,0.14,0.81,0.0,0.0,0.84,0.02,0.0
olex2.csv,0.43,0.4,0.78,0.6,0.54,0.64,0.65,0.19,0.59,0.31,0.71,0.65,0.17,0.27,0.16,0.98,0.29
oppna-program-hsatools.csv,0.38,0.85,0.94,0.97,0.93,0.64,0.85,0.46,0.38,0.94,0.71,0.83,0.5,0.76,0.62,0.47,0.29
qlc.csv,0.24,0.21,1.0,0.15,0.18,0.09,0.09,0.5,0.27,0.11,0.57,0.2,0.08,0.49,0.09,0.28,0.11
somap.csv,1.0,1.0,1.0,0.99,0.71,1.0,1.0,1.0,1.0,0.99,1.0,1.0,1.0,1.0,0.97,1.0,1.0
wxcode.csv,0.05,0.04,0.22,0.07,0.14,0.0,0.06,0.0,0.0,0.0,1.0,0.28,0.04,0.15,0.06,0.15,0.0
xcf.csv,0.71,0.75,0.5,0.46,0.43,0.91,0.53,0.5,0.41,0.44,0.43,0.79,0.75,0.41,1.0,0.82,0.83
