,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.35,0.18,0.14,0.82,0.16,0.25,0.73,0.44,0.27,0.92,0.21,0.23,0.1,0.98,0.45,0.62,0.32
arm-webradio.csv,0.35,0.16,0.15,0.74,0.21,0.26,0.83,0.44,0.43,0.9,0.08,0.29,0.16,0.38,0.59,0.45,0.97
codepurge.csv,0.55,0.31,0.18,0.85,0.24,0.27,1.0,0.27,0.0,1.0,0.31,0.27,1.0,0.5,0.9,0.61,0.52
fw4spl.csv,0.4,1.0,0.11,0.54,0.15,0.13,0.64,0.38,0.37,0.89,0.11,0.18,0.12,0.39,0.53,0.42,0.21
glas.csv,0.41,0.11,0.13,0.85,0.12,0.26,0.91,0.18,1.0,0.92,0.0,0.2,0.12,0.59,0.55,0.46,0.5
grisbi.csv,0.41,0.14,0.18,0.85,0.17,0.19,1.0,0.33,0.4,0.92,0.09,0.22,0.19,0.42,0.56,0.52,0.3
gwanted.csv,0.0,0.03,0.06,1.0,1.0,0.0,0.0,0.0,0.0,0.97,0.25,0.2,0.0,0.0,0.49,0.6,0.14
lcfizvtop.csv,0.38,0.19,0.13,0.67,0.21,0.9,0.9,0.26,0.2,1.0,0.15,0.26,0.3,0.38,0.67,0.36,0.83
ldview.csv,1.0,0.13,0.04,0.68,0.15,0.0,0.74,0.39,0.38,1.0,0.15,0.19,0.08,0.62,0.62,0.55,0.44
libmesh.csv,0.44,0.1,0.2,0.82,0.1,0.06,0.84,0.79,0.3,1.0,0.18,0.2,0.08,0.41,0.38,0.62,0.63
mediaportal.csv,0.0,0.0,0.38,0.8,0.16,0.0,1.0,0.75,0.0,0.93,0.17,0.89,0.0,0.0,0.48,0.11,0.0
olex2.csv,0.64,0.13,0.23,0.96,0.21,0.28,0.96,0.26,0.49,0.92,0.19,0.22,0.13,0.55,0.42,0.97,0.22
oppna-program-hsatools.csv,0.47,0.14,0.14,0.99,0.19,0.15,0.93,0.27,0.47,0.92,0.09,0.19,0.2,0.38,0.44,0.56,0.12
qlc.csv,0.45,0.11,1.0,0.8,0.24,0.17,0.55,0.62,0.24,1.0,0.5,0.21,0.12,0.74,0.5,0.74,1.0
somap.csv,0.36,0.13,0.14,0.83,0.13,0.19,0.82,0.36,0.4,1.0,0.08,0.19,0.14,0.38,0.53,0.46,0.27
wxcode.csv,0.5,0.18,0.33,1.0,0.31,0.0,1.0,0.0,0.0,0.0,1.0,0.46,0.5,0.67,1.0,0.75,0.0
xcf.csv,0.33,0.16,0.12,0.75,0.18,0.29,0.85,0.36,0.38,0.89,0.06,0.25,0.14,0.38,1.0,0.45,0.62
