,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.3,0.4,0.43,0.65,0.68,0.19,0.64,0.48,0.55,0.67,0.34,0.42,0.12,0.02,0.77,0.15,0.24
arm-webradio.csv,0.86,0.48,0.68,0.91,0.74,0.67,0.79,0.61,0.71,0.67,0.89,0.33,0.86,0.74,0.5,0.8,0.01
codepurge.csv,0.14,0.08,0.08,0.09,0.1,0.17,0.0,0.17,0.05,0.0,0.12,0.25,0.0,0.15,0.03,0.13,0.1
fw4spl.csv,0.76,0.0,0.43,0.78,0.47,0.71,0.93,0.5,0.65,0.83,0.51,0.38,0.79,0.56,0.53,0.65,0.8
glas.csv,0.35,0.46,0.42,0.39,0.38,0.29,0.21,0.7,0.0,0.5,0.3,0.32,0.34,0.2,0.43,0.44,0.18
grisbi.csv,0.51,0.72,0.49,0.7,0.82,0.79,0.0,0.78,0.49,0.67,0.63,0.72,0.57,0.5,0.6,0.65,0.64
gwanted.csv,0.0,0.09,0.15,0.0,0.0,0.0,0.0,0.04,0.0,0.33,0.08,0.66,0.01,0.02,0.77,0.03,0.06
lcfizvtop.csv,0.78,0.39,0.39,0.7,0.32,0.02,0.14,0.37,0.07,0.0,0.3,0.47,0.21,0.39,0.3,0.54,0.01
ldview.csv,0.0,0.17,0.21,0.3,0.12,0.08,0.5,0.41,0.33,0.0,0.22,0.24,0.26,0.12,0.2,0.35,0.24
libmesh.csv,0.24,0.35,0.03,0.65,0.63,0.62,0.21,0.15,0.38,0.0,0.18,0.46,0.15,0.33,0.7,0.07,0.1
mediaportal.csv,0.03,0.01,0.04,0.96,0.85,0.0,0.0,0.02,0.0,0.83,0.07,0.02,0.0,0.0,0.97,0.11,0.0
olex2.csv,0.14,0.39,0.42,0.13,0.43,0.38,0.14,0.3,0.42,0.33,0.29,0.52,0.18,0.14,0.23,0.03,0.36
oppna-program-hsatools.csv,0.24,0.81,0.88,0.04,0.79,0.83,0.29,0.72,0.29,1.0,0.66,0.85,0.32,0.77,0.83,0.31,0.78
qlc.csv,0.16,0.24,0.0,0.17,0.12,0.1,0.36,0.17,0.56,0.0,0.05,0.17,0.1,0.11,0.1,0.08,0.0
somap.csv,1.0,1.0,1.0,0.96,0.96,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.93,1.0,1.0
wxcode.csv,0.03,0.03,0.07,0.0,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.05,0.0,0.04,0.02
xcf.csv,0.84,0.6,0.55,0.7,0.4,0.5,0.43,0.5,0.44,0.67,0.62,0.55,0.74,0.42,0.0,0.85,0.19
