,ldview.csv,fw4spl.csv,qlc.csv,oppna-program-hsatools.csv,gwanted.csv,lcfizvtop.csv,grisbi.csv,libmesh.csv,glas.csv,somap.csv,wxcode.csv,mediaportal.csv,codepurge.csv,ambulant.csv,xcf.csv,olex2.csv,arm-webradio.csv
ambulant.csv,0.65,0.68,0.72,0.58,0.54,0.83,0.7,0.69,0.8,0.47,0.61,0.58,0.95,0.65,0.57,0.83,0.44
arm-webradio.csv,0.55,0.45,0.47,0.48,0.44,0.42,0.39,0.6,0.48,0.45,0.43,0.52,0.44,0.54,0.49,0.38,0.69
codepurge.csv,0.64,0.97,0.91,0.92,0.94,0.82,0.86,0.73,0.67,0.83,0.77,0.61,0.96,0.75,0.9,0.83,0.62
fw4spl.csv,0.55,0.98,0.76,0.87,0.8,0.59,0.72,0.84,0.72,0.55,0.7,0.8,0.52,0.72,0.65,0.55,0.75
glas.csv,0.59,0.59,0.65,0.61,0.64,0.63,0.48,0.49,0.61,0.46,0.74,0.62,0.68,0.62,0.55,0.54,0.5
grisbi.csv,0.44,0.4,0.41,0.44,0.39,0.45,0.32,0.46,0.51,0.39,0.43,0.33,0.5,0.44,0.44,0.38,0.53
gwanted.csv,0.0,0.97,0.94,0.88,0.96,0.0,0.0,0.5,0.0,0.36,0.88,0.51,0.0,0.0,0.49,0.8,0.86
lcfizvtop.csv,0.43,0.57,0.65,0.55,0.66,0.9,0.6,0.65,0.8,0.42,0.67,0.39,0.7,0.57,0.56,0.56,0.83
ldview.csv,0.7,0.98,0.96,0.95,0.95,0.75,0.78,0.84,0.9,0.93,0.95,0.99,0.95,0.95,0.94,0.61,0.85
libmesh.csv,0.88,0.86,0.8,0.57,0.58,0.66,0.84,0.82,0.93,0.92,0.94,0.66,0.96,0.86,0.65,0.92,0.74
mediaportal.csv,0.0,0.5,0.88,0.47,0.48,0.0,0.0,0.75,0.0,0.38,0.83,0.93,0.0,0.0,0.43,0.89,0.0
olex2.csv,0.57,0.58,0.5,0.51,0.44,0.52,0.36,0.53,0.58,0.62,0.48,0.44,0.93,0.7,0.83,0.51,0.56
oppna-program-hsatools.csv,0.47,0.4,0.44,0.42,0.43,0.45,0.3,0.47,0.53,0.35,0.49,0.4,0.63,0.43,0.47,0.48,0.65
qlc.csv,0.91,0.94,0.94,0.95,0.95,0.83,0.91,0.95,0.85,0.88,0.88,0.99,0.94,0.89,0.83,0.91,0.75
somap.csv,0.47,0.39,0.41,0.39,0.43,0.39,0.35,0.49,0.47,0.35,0.4,0.37,0.4,0.43,0.39,0.34,0.56
wxcode.csv,0.5,0.91,0.92,0.86,0.92,0.8,0.75,0.0,0.0,0.0,0.86,0.99,0.5,0.89,0.5,0.92,0.5
xcf.csv,0.57,0.48,0.56,0.54,0.59,0.47,0.51,0.69,0.77,0.44,0.52,0.37,0.49,0.56,0.5,0.39,0.68
