,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.66,0.9,0.96,0.63,0.96,0.96,0.83,0.55
apolloplayer.csv,0.42,0.54,0.39,0.42,0.45,0.38,0.38,0.55
k3d.csv,0.5,0.0,0.83,0.75,0.9,0.73,0.0,0.57
keyczar.csv,0.67,0.0,0.5,0.67,0.95,0.97,0.0,0.41
kowari.csv,0.42,0.72,0.96,0.47,0.52,0.41,0.65,0.51
redshell.csv,0.97,0.97,0.44,0.75,0.56,0.42,0.62,0.93
rtb-team.csv,0.94,0.43,0.97,0.47,0.58,0.96,0.76,0.44
