,agilitybook.csv,apolloplayer.csv,gotjava.csv,rtb-team.csv,redshell.csv,k3d.csv,kowari.csv,keyczar.csv
agilitybook.csv,0.63,0.0,0.0,0.3,0.16,0.12,0.47,0.44
apolloplayer.csv,0.3,0.72,0.75,0.54,0.55,0.61,0.73,0.56
k3d.csv,0.51,0.05,1.0,0.23,0.06,0.78,0.0,0.29
keyczar.csv,0.21,0.0,0.0,0.16,0.13,0.2,0.0,0.76
kowari.csv,0.62,0.33,0.99,0.54,0.48,0.54,0.72,0.39
redshell.csv,0.13,0.36,0.0,0.0,0.73,0.47,0.56,0.17
rtb-team.csv,0.16,0.53,0.0,0.75,0.27,0.42,0.17,0.38
