,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,1.0,0.71,0.68,1.0,0.79,0.87,0.88,0.0,0.78,0.67,1.0,0.68,0.86,0.85,0.89,1.0
chipster.csv,0.93,0.69,0.08,1.03,0.6,0.72,0.8,0.6,0.76,0.77,0.73,0.92,0.76,0.91,0.6,1.11
delphilhlplib.csv,0.87,0.72,0.78,0.0,0.69,0.57,0.87,0.68,0.72,0.86,0.82,0.76,0.78,0.77,0.68,1.08
emite.csv,0.66,0.64,0.67,1.0,0.71,0.76,0.6,0.69,0.75,0.78,0.76,0.04,0.72,0.69,0.71,0.77
hydrate.csv,0.69,0.86,0.81,0.91,0.82,0.71,0.73,0.78,0.67,0.94,0.9,0.94,0.88,0.83,0.05,0.67
ivataopenportal.csv,0.8,0.81,0.73,0.75,0.03,0.92,0.46,0.75,0.77,0.66,0.69,0.68,0.77,0.6,0.74,1.29
jppf-project.csv,0.91,0.95,0.94,0.39,0.81,0.94,0.01,0.84,0.81,0.93,1.0,0.95,0.76,0.89,1.0,1.0
kolmafia.csv,0.74,0.63,0.55,0.38,0.7,0.71,0.46,0.57,0.06,0.73,0.64,0.81,0.73,0.57,0.56,0.88
l2j.csv,0.78,0.68,0.56,0.89,0.61,0.68,0.52,0.66,0.47,0.82,0.59,0.63,0.0,0.61,0.79,0.67
mb-unit.csv,0.76,0.03,0.65,0.82,0.85,0.73,0.69,0.64,0.7,0.59,0.82,0.81,0.82,0.58,0.64,1.38
opde.csv,0.2,0.67,0.7,0.95,0.8,0.73,0.7,0.61,0.63,0.88,0.97,0.63,0.69,0.74,0.5,1.13
pamguard.csv,0.71,0.81,0.74,0.53,0.69,0.02,0.7,0.61,0.69,0.86,0.9,0.76,0.85,0.78,0.93,0.81
quark.csv,0.96,0.99,0.98,0.95,1.0,0.98,1.0,0.97,0.94,0.0,0.89,0.94,0.94,0.94,0.94,1.0
stajistics.csv,0.96,0.72,0.64,0.86,0.74,0.73,0.93,0.69,0.62,0.7,0.57,0.92,0.66,0.03,0.49,1.05
tigermud.csv,0.93,0.66,0.79,0.87,0.78,0.86,0.85,0.83,0.67,1.0,0.29,0.81,0.72,0.62,0.67,0.72
