,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.96,0.31,0.36,0.98,0.24,0.81,0.9,1.0,0.89,0.38,1.0,0.35,0.63,0.17,1.0,1.0
chipster.csv,0.08,0.32,0.92,0.47,0.47,0.49,0.38,0.43,0.64,0.31,0.31,0.1,0.27,0.1,0.64,0.0
delphilhlplib.csv,0.88,0.64,0.35,1.0,0.41,0.66,0.14,0.35,0.3,0.38,0.69,0.77,0.79,0.63,0.58,0.0
emite.csv,0.68,0.39,0.47,0.92,0.37,0.78,0.67,0.53,0.87,0.62,0.63,0.97,0.32,0.33,0.82,1.0
hydrate.csv,0.32,0.14,0.2,0.09,0.19,0.32,0.37,0.25,0.57,0.08,0.11,0.06,0.12,0.17,1.0,1.0
ivataopenportal.csv,0.24,0.73,0.65,0.79,0.97,0.58,0.73,0.62,0.81,0.62,0.4,0.68,0.44,0.8,0.61,0.0
jppf-project.csv,1.0,0.91,0.86,0.68,0.78,0.97,0.99,0.89,0.83,0.77,0.91,1.0,0.64,0.83,1.0,1.0
kolmafia.csv,0.72,0.44,0.5,0.74,0.69,0.69,0.73,0.57,0.94,0.92,0.49,0.19,0.38,0.47,0.82,1.0
l2j.csv,0.72,0.57,0.76,0.92,0.57,0.76,0.87,0.71,0.64,0.77,0.6,0.65,1.0,0.73,0.97,1.0
mb-unit.csv,0.64,1.0,0.52,0.45,0.96,0.71,0.71,0.7,0.66,0.69,0.37,0.23,0.93,0.63,0.73,0.0
opde.csv,0.8,0.47,0.42,0.87,0.23,0.69,0.51,0.57,0.6,1.0,0.54,0.42,0.43,0.33,0.67,0.0
pamguard.csv,0.48,0.73,0.59,0.83,0.62,0.98,0.67,0.63,0.74,0.62,0.71,0.9,0.61,0.7,0.76,1.0
quark.csv,0.04,0.01,0.02,0.06,0.0,0.02,0.0,0.03,0.06,1.0,0.11,0.06,0.06,0.07,0.06,0.0
stajistics.csv,0.04,0.3,0.38,0.64,0.27,0.46,0.46,0.42,0.45,0.46,0.69,0.1,0.41,0.97,0.76,0.0
tigermud.csv,0.52,0.42,0.59,0.15,0.75,0.66,0.61,0.57,0.74,0.0,0.94,0.29,0.71,0.57,0.79,1.0
