,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.35,0.91,0.52,0.74,0.53,0.63,0.92,1.0,0.58,0.26,0.62,0.55,0.68,0.31,0.66,0.01
chipster.csv,0.25,0.94,0.98,0.61,0.64,0.63,0.9,0.94,0.54,0.19,0.69,0.33,0.76,0.25,0.7,0.0
delphilhlplib.csv,0.36,0.86,0.36,1.0,0.55,0.72,0.93,0.93,0.67,0.14,0.6,0.45,0.73,0.29,0.66,0.0
emite.csv,0.4,0.92,0.44,0.73,0.55,0.66,0.94,0.88,0.59,0.19,0.61,0.97,0.78,0.45,0.68,0.01
hydrate.csv,0.67,0.96,0.52,0.83,0.6,0.73,0.92,0.89,0.57,0.11,0.57,0.67,0.96,0.71,0.97,0.01
ivataopenportal.csv,0.35,0.85,0.41,0.76,0.99,0.56,0.96,0.87,0.57,0.22,0.67,0.47,0.68,0.38,0.62,0.0
jppf-project.csv,0.38,0.85,0.39,0.9,0.51,0.65,1.0,0.89,0.56,0.18,0.6,0.45,0.71,0.29,0.63,0.01
kolmafia.csv,0.37,0.9,0.59,0.89,0.54,0.66,0.96,0.92,1.0,0.24,0.68,0.67,0.71,0.5,0.73,0.01
l2j.csv,0.35,0.86,0.51,0.75,0.58,0.68,0.95,0.9,0.71,0.2,0.7,0.49,1.0,0.37,0.68,0.01
mb-unit.csv,0.35,0.99,0.45,0.69,0.55,0.66,0.93,0.9,0.56,0.26,0.54,0.41,0.75,0.38,0.69,0.0
opde.csv,1.0,0.87,0.42,0.73,0.53,0.65,0.92,0.9,0.6,0.22,0.51,0.57,0.74,0.31,0.76,0.0
pamguard.csv,0.35,0.85,0.4,0.83,0.53,1.0,0.93,0.9,0.58,0.17,0.58,0.48,0.67,0.3,0.6,0.01
quark.csv,0.5,0.8,0.5,0.75,0.0,1.0,0.0,0.88,0.75,1.0,1.0,0.67,1.0,0.22,0.67,0.0
stajistics.csv,0.25,0.93,0.62,0.71,0.68,0.63,0.88,0.89,0.66,0.21,0.71,0.33,0.78,1.0,0.76,0.0
tigermud.csv,0.27,0.89,0.38,0.73,0.52,0.6,0.9,0.85,0.59,0.0,0.85,0.36,0.73,0.35,0.68,0.01
