,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.38,0.59,0.61,0.37,0.69,0.36,0.36,0.43,0.36,0.58,0.43,0.6,0.47,0.94,0.38,0.28
chipster.csv,0.88,0.6,0.55,0.54,0.59,0.41,0.56,0.55,0.41,0.52,0.5,0.89,0.68,0.92,0.43,0.49
delphilhlplib.csv,0.38,0.53,0.67,0.42,0.71,0.41,0.93,0.64,0.71,0.53,0.55,0.45,0.47,0.55,0.48,0.52
emite.csv,0.44,0.55,0.46,0.36,0.52,0.36,0.33,0.49,0.34,0.44,0.56,0.58,0.61,0.82,0.4,0.33
hydrate.csv,0.92,0.99,0.96,0.83,0.77,0.65,0.54,0.72,0.51,0.89,0.86,0.67,0.96,0.86,0.38,0.34
ivataopenportal.csv,0.82,0.47,0.42,0.47,0.57,0.41,0.37,0.44,0.4,0.5,0.52,0.38,0.55,0.41,0.5,0.31
jppf-project.csv,0.38,0.45,0.4,0.4,0.5,0.33,0.34,0.44,0.41,0.39,0.45,0.38,0.58,0.49,0.37,0.28
kolmafia.csv,0.45,0.56,0.48,0.36,0.47,0.32,0.34,0.37,0.43,0.36,0.44,0.89,0.51,0.5,0.35,0.29
l2j.csv,0.31,0.45,0.38,0.4,0.43,0.3,0.33,0.37,0.45,0.39,0.4,0.41,0.45,0.4,0.34,0.33
mb-unit.csv,0.39,0.45,0.42,0.57,0.41,0.33,0.37,0.38,0.42,0.4,0.42,0.82,0.4,0.52,0.37,0.3
opde.csv,0.85,0.6,0.52,0.41,0.65,0.38,0.49,0.58,0.47,0.36,0.57,0.78,0.58,0.75,0.45,0.46
pamguard.csv,0.56,0.51,0.47,0.47,0.54,0.45,0.43,0.48,0.4,0.38,0.51,0.41,0.57,0.45,0.45,0.31
quark.csv,0.5,0.9,0.5,0.75,0.0,0.0,0.0,0.88,0.75,0.85,0.75,0.67,0.91,0.89,0.67,0.0
stajistics.csv,0.75,0.66,0.68,0.5,0.66,0.47,0.44,0.52,0.53,0.48,0.59,0.89,0.53,0.62,0.42,0.58
tigermud.csv,0.49,0.59,0.49,0.91,0.46,0.43,0.42,0.51,0.47,0.67,0.54,0.52,0.49,0.48,0.39,0.37
