,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.51,0.47,0.43,0.85,0.33,0.71,0.91,1.0,0.71,0.31,0.77,0.43,0.65,0.22,0.8,0.02
chipster.csv,0.12,0.48,0.95,0.53,0.54,0.55,0.53,0.59,0.58,0.24,0.43,0.15,0.4,0.14,0.67,0.0
delphilhlplib.csv,0.51,0.73,0.35,1.0,0.47,0.69,0.25,0.51,0.41,0.2,0.64,0.57,0.76,0.4,0.61,0.0
emite.csv,0.5,0.55,0.45,0.82,0.44,0.71,0.78,0.67,0.7,0.29,0.62,0.97,0.45,0.38,0.74,0.02
hydrate.csv,0.43,0.24,0.29,0.17,0.29,0.45,0.53,0.39,0.57,0.09,0.19,0.12,0.21,0.27,0.99,0.03
ivataopenportal.csv,0.29,0.78,0.5,0.78,0.98,0.57,0.83,0.72,0.67,0.33,0.5,0.55,0.54,0.52,0.62,0.0
jppf-project.csv,0.55,0.88,0.54,0.77,0.62,0.78,0.99,0.89,0.67,0.29,0.73,0.62,0.67,0.43,0.78,0.02
kolmafia.csv,0.49,0.59,0.54,0.8,0.61,0.68,0.83,0.71,0.97,0.38,0.57,0.3,0.5,0.48,0.77,0.02
l2j.csv,0.47,0.69,0.61,0.83,0.58,0.72,0.91,0.79,0.67,0.31,0.65,0.56,1.0,0.49,0.8,0.03
mb-unit.csv,0.45,1.0,0.48,0.55,0.7,0.68,0.8,0.79,0.61,0.37,0.44,0.29,0.83,0.48,0.71,0.0
opde.csv,0.89,0.61,0.42,0.79,0.32,0.67,0.66,0.7,0.6,0.36,0.53,0.48,0.54,0.32,0.71,0.0
pamguard.csv,0.41,0.78,0.48,0.83,0.57,0.99,0.78,0.74,0.65,0.26,0.64,0.63,0.64,0.42,0.67,0.02
quark.csv,0.07,0.03,0.03,0.11,0.0,0.03,0.0,0.05,0.12,1.0,0.21,0.12,0.11,0.1,0.11,0.0
stajistics.csv,0.07,0.45,0.47,0.67,0.39,0.53,0.6,0.57,0.53,0.29,0.7,0.15,0.54,0.98,0.76,0.0
tigermud.csv,0.35,0.57,0.46,0.25,0.61,0.63,0.73,0.68,0.66,0.0,0.89,0.32,0.72,0.44,0.73,0.03
