,opde.csv,mb-unit.csv,chipster.csv,delphilhlplib.csv,ivataopenportal.csv,pamguard.csv,jppf-project.csv,bigdata.csv,kolmafia.csv,quark.csv,tigermud.csv,emite.csv,l2j.csv,stajistics.csv,hydrate.csv,jfreechart.csv
bigdata.csv,0.0,0.35,0.4,0.0,0.28,0.43,0.39,1.0,0.57,0.42,0.0,0.39,0.46,0.2,0.38,0.0
chipster.csv,0.1,0.37,0.93,0.28,0.51,0.49,0.4,0.47,0.54,0.35,0.35,0.12,0.31,0.12,0.61,0.0
delphilhlplib.csv,0.41,0.56,0.38,1.0,0.44,0.63,0.17,0.39,0.34,0.38,0.5,0.57,0.55,0.53,0.55,0.0
emite.csv,0.61,0.44,0.49,0.0,0.41,0.57,0.63,0.52,0.59,0.53,0.53,0.97,0.36,0.38,0.62,0.6
hydrate.csv,0.37,0.17,0.24,0.11,0.23,0.36,0.4,0.29,0.55,0.1,0.13,0.07,0.15,0.2,0.99,0.71
ivataopenportal.csv,0.28,0.51,0.55,0.58,0.97,0.4,0.7,0.54,0.57,0.58,0.44,0.6,0.45,0.68,0.54,0.0
jppf-project.csv,0.33,0.2,0.26,0.7,0.52,0.24,0.99,0.47,0.52,0.33,0.0,0.21,0.54,0.4,0.0,0.0
kolmafia.csv,0.57,0.48,0.54,0.74,0.59,0.58,0.7,0.58,0.95,0.62,0.51,0.23,0.41,0.51,0.71,0.41
l2j.csv,0.54,0.55,0.69,0.37,0.57,0.62,0.76,0.62,0.65,0.5,0.59,0.61,1.0,0.65,0.56,0.71
mb-unit.csv,0.54,0.99,0.53,0.44,0.46,0.58,0.6,0.62,0.58,0.64,0.39,0.27,0.51,0.61,0.64,0.0
opde.csv,0.83,0.49,0.45,0.24,0.27,0.57,0.51,0.57,0.58,0.41,0.34,0.46,0.46,0.37,0.66,0.0
pamguard.csv,0.49,0.52,0.54,0.73,0.57,0.98,0.58,0.6,0.61,0.46,0.39,0.59,0.47,0.54,0.35,0.54
quark.csv,0.05,0.01,0.02,0.07,0.0,0.02,0.0,0.04,0.07,1.0,0.13,0.07,0.07,0.09,0.07,0.0
stajistics.csv,0.05,0.34,0.43,0.46,0.31,0.47,0.39,0.45,0.49,0.48,0.65,0.12,0.45,0.98,0.72,0.0
tigermud.csv,0.39,0.46,0.5,0.18,0.54,0.46,0.47,0.48,0.62,0.0,0.88,0.32,0.58,0.57,0.64,0.66
