,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.96,0.66,0.88,0.53,0.89,0.04,0.53,0.39,0.93,0.4,0.41,1.0,0.58,0.89,0.56,0.72,0.53,0.66,0.6
fbmanager.csv,0.68,0.78,0.06,0.57,0.73,0.76,0.53,0.7,0.75,0.46,0.84,0.72,0.59,0.66,0.65,0.71,0.7,0.76,0.6
fido.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.25,1.0,1.0,1.0,1.0,1.0,1.0,1.0
fityk.csv,0.73,0.71,0.64,0.56,0.9,0.71,0.48,0.57,0.58,0.74,0.68,0.6,0.77,0.0,0.75,0.66,0.79,0.59,0.66
fleet-simulator.csv,0.99,0.91,0.87,0.97,1.0,0.93,0.96,0.88,0.96,0.93,0.88,0.97,0.87,0.91,0.0,0.83,0.89,0.1,0.88
freenet.csv,0.78,0.67,0.71,0.02,0.65,0.66,0.73,0.75,0.72,0.81,0.65,0.59,0.64,0.43,0.37,0.65,0.71,1.06,0.64
geogebra.csv,0.74,0.67,0.82,0.67,0.93,0.7,0.76,0.6,0.79,0.83,0.62,0.68,0.61,0.86,0.69,0.65,0.05,0.84,0.71
google-caja.csv,0.53,0.78,0.53,0.71,0.64,0.75,0.0,0.69,0.46,0.43,0.73,0.59,0.65,0.59,0.64,0.73,0.64,0.31,0.58
hibernate.csv,0.8,0.8,0.78,0.67,0.8,0.47,0.75,0.62,0.83,0.51,0.34,1.03,0.64,0.83,1.2,0.07,0.56,1.03,0.64
itext.csv,0.7,0.5,0.78,0.58,0.73,0.71,0.65,0.72,0.77,0.07,0.32,1.01,0.52,0.85,0.72,0.7,0.47,0.67,0.6
k3b.csv,0.56,0.75,0.7,0.57,0.8,0.53,0.5,0.43,0.0,0.55,0.43,0.6,0.46,0.7,0.61,0.58,0.48,0.4,0.55
megameknet.csv,0.88,0.8,0.74,0.57,0.75,0.72,0.75,0.64,0.72,0.72,0.55,0.63,0.06,0.83,1.0,0.7,0.56,1.01,0.64
myfaces.csv,0.77,0.73,0.8,0.76,0.67,0.71,0.64,0.06,0.92,0.83,1.0,0.92,0.75,0.93,1.02,0.81,0.7,0.84,0.61
onotoa.csv,0.89,0.79,0.69,0.78,0.06,0.67,0.64,0.84,0.69,0.7,1.19,0.84,0.89,0.93,0.3,0.89,0.63,0.71,0.9
paintown.csv,0.01,0.55,0.62,0.67,0.79,0.73,0.52,0.67,0.63,0.74,0.82,0.88,0.49,0.65,0.36,0.65,0.52,0.6,0.86
powerfolder.csv,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.99,1.0,0.98,1.0
triplea.csv,0.55,0.0,0.55,0.82,0.67,0.62,0.49,0.44,0.54,0.67,0.31,0.82,0.49,0.58,0.38,0.61,0.56,0.17,0.53
xamj.csv,0.78,0.55,0.69,0.73,0.62,0.73,0.83,0.5,0.75,0.68,0.39,0.92,0.59,0.55,0.96,0.73,0.61,1.04,0.09
