,paintown.csv,triplea.csv,fbmanager.csv,freenet.csv,onotoa.csv,botsnscouts.csv,google-caja.csv,myfaces.csv,k3b.csv,itext.csv,powerfolder.csv,fido.csv,megameknet.csv,fityk.csv,fleet-simulator.csv,hibernate.csv,geogebra.csv,duplicati.csv,xamj.csv
botsnscouts.csv,0.08,0.51,0.2,0.66,0.3,0.98,0.63,0.45,0.13,0.72,0.33,0.0,0.46,0.2,0.62,0.35,0.45,0.51,0.48
fbmanager.csv,0.46,0.42,0.97,0.69,0.46,0.36,0.73,0.25,0.45,0.67,0.05,0.07,0.39,0.6,0.52,0.34,0.3,0.39,0.45
fido.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fityk.csv,0.51,0.51,0.62,0.66,0.38,0.42,0.73,0.3,0.65,0.41,0.11,0.1,0.3,1.0,0.44,0.39,0.23,0.59,0.41
fleet-simulator.csv,0.65,0.74,0.7,0.78,0.87,0.68,0.83,0.25,0.83,0.71,0.09,0.07,0.37,0.79,1.0,0.46,0.38,0.95,0.47
freenet.csv,0.49,0.65,0.59,0.99,0.64,0.56,0.68,0.26,0.57,0.53,0.11,0.11,0.36,0.79,0.78,0.4,0.33,0.77,0.46
geogebra.csv,0.39,0.49,0.3,0.52,0.28,0.44,0.5,0.36,0.34,0.48,0.14,0.07,0.5,0.24,0.48,0.41,0.97,0.27,0.4
google-caja.csv,0.62,0.64,0.71,0.74,0.77,0.68,1.0,0.27,0.73,0.72,0.1,0.12,0.42,0.76,0.88,0.45,0.42,0.82,0.52
hibernate.csv,0.31,0.56,0.34,0.52,0.68,0.67,0.62,0.26,0.29,0.63,0.19,0.0,0.35,0.29,0.45,0.96,0.42,0.85,0.45
itext.csv,0.44,0.68,0.34,0.58,0.43,0.42,0.53,0.24,0.37,0.96,0.21,0.0,0.49,0.32,0.43,0.39,0.5,0.49,0.48
k3b.csv,0.63,0.63,0.67,0.72,0.56,0.62,0.71,0.38,1.0,0.75,0.16,0.1,0.49,0.62,0.66,0.45,0.47,0.75,0.49
megameknet.csv,0.4,0.52,0.45,0.64,0.49,0.41,0.43,0.27,0.67,0.63,0.11,0.09,0.97,0.35,0.63,0.35,0.41,0.93,0.42
myfaces.csv,0.34,0.41,0.33,0.64,0.72,0.42,0.61,0.97,0.15,0.28,0.03,0.05,0.3,0.12,0.82,0.37,0.3,0.27,0.43
onotoa.csv,0.49,0.4,0.61,0.71,0.99,0.65,0.7,0.18,0.63,0.62,0.02,0.08,0.35,0.72,0.83,0.41,0.36,0.45,0.38
paintown.csv,0.99,0.63,0.53,0.69,0.79,0.41,0.75,0.27,0.65,0.42,0.08,0.04,0.46,0.53,0.79,0.45,0.44,0.57,0.41
powerfolder.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.03,0.0
triplea.csv,0.59,1.0,0.64,0.77,0.67,0.68,0.78,0.39,0.72,0.56,0.21,0.09,0.46,0.63,0.94,0.45,0.42,0.91,0.53
xamj.csv,0.51,0.71,0.61,0.72,0.68,0.48,0.67,0.34,0.6,0.58,0.16,0.05,0.39,0.64,0.7,0.37,0.37,0.83,0.95
