,psycle.csv,ildjit.csv,jfreereport.csv,enlightenment.csv,empserver.csv,pcsx2.csv,lufa-lib.csv,cortex-vfx.csv,wikipediardware.csv
cortex-vfx.csv,0.83,0.81,0.5,0.67,0.86,0.57,0.74,0.5,0.79
empserver.csv,0.6,0.76,0.91,0.74,0.47,0.61,0.56,0.78,0.71
enlightenment.csv,1.0,1.0,1.0,0.49,1.0,0.99,1.0,1.0,1.0
ildjit.csv,0.74,0.36,0.86,0.82,0.74,0.88,0.97,0.96,0.77
jfreereport.csv,0.89,0.99,0.6,0.8,0.89,0.7,0.85,0.78,0.92
lufa-lib.csv,0.77,0.72,0.57,0.64,0.81,0.7,0.41,0.71,0.79
pcsx2.csv,0.65,0.9,0.53,0.62,0.72,0.43,0.89,0.94,0.6
psycle.csv,0.47,0.95,0.66,0.64,0.68,0.7,0.7,0.82,0.53
wikipediardware.csv,0.52,0.96,0.98,0.67,0.97,0.79,0.95,0.84,0.25
