,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.67,0.46,0.74,0.75,0.95,0.62,0.38,0.53,0.91,0.73,0.64,1.04,0.53,0.92,0.92,0.72,0.53,0.91,0.63,0.67
autofac.csv,0.57,0.9,0.3,0.63,0.7,0.56,0.79,0.61,0.76,0.76,0.65,0.76,0.38,0.76,0.95,0.64,0.66,0.72,0.63,0.47
azureus.csv,0.92,0.67,0.92,0.65,0.7,0.92,0.75,0.94,0.62,0.37,0.91,0.76,0.84,0.75,0.84,0.55,0.73,0.61,0.6,0.59
coot.csv,0.86,0.92,0.7,0.59,0.7,0.79,0.8,0.75,0.7,0.83,0.96,0.88,0.96,0.73,0.81,0.39,0.79,0.71,0.95,0.81
cuberok.csv,0.86,0.95,0.71,0.61,0.44,0.57,0.72,0.49,0.62,0.66,0.64,0.39,0.81,0.77,0.58,0.84,0.53,0.71,0.58,0.55
dsworkbench.csv,0.91,0.27,0.84,0.89,0.78,0.65,0.6,0.88,0.89,0.84,0.86,1.0,0.77,0.78,1.0,0.94,0.46,0.93,0.72,0.9
gabel.csv,0.63,0.67,0.72,0.65,0.67,0.63,0.83,0.21,0.62,0.62,0.61,1.0,1.0,0.82,0.92,0.64,0.63,0.71,0.79,0.86
gephex.csv,0.61,1.0,0.94,0.96,0.9,0.66,1.0,0.77,0.98,0.76,0.91,1.17,0.7,0.42,0.59,0.95,1.0,0.92,0.62,0.83
haggle.csv,0.53,0.66,0.62,0.51,1.0,0.5,0.93,0.82,0.76,0.74,0.75,1.03,0.58,0.78,0.83,0.88,0.73,0.74,0.61,0.87
icescrum.csv,0.55,0.49,0.81,0.66,0.66,0.66,0.66,0.56,0.69,0.47,0.77,1.02,0.78,0.68,0.96,0.67,0.25,0.85,0.62,0.63
javaprofiler.csv,0.71,0.85,0.53,0.82,0.72,0.82,0.9,0.76,0.68,0.7,0.66,0.95,0.56,0.79,0.87,0.67,0.8,0.79,0.6,0.43
jchassis.csv,1.0,1.0,1.0,1.0,1.0,0.92,1.0,1.0,1.0,0.96,1.0,0.06,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
jgnash.csv,0.57,0.94,0.61,0.66,0.82,0.47,0.81,0.61,0.72,0.75,0.61,1.02,0.43,0.85,0.66,0.57,0.94,0.8,0.49,0.79
octet.csv,0.85,0.64,0.83,0.64,0.76,0.64,0.6,0.71,0.75,0.7,0.21,1.03,0.83,0.65,0.88,0.69,0.68,0.73,0.74,0.79
openefm.csv,0.4,0.82,0.76,0.61,0.61,0.68,0.59,0.52,0.68,0.77,0.87,0.59,0.85,0.65,0.83,0.85,0.81,0.82,0.62,0.83
rcp-company-uibindings.csv,0.8,0.65,0.64,0.56,0.66,0.74,0.71,0.69,0.64,0.59,0.72,1.0,0.62,0.7,0.89,0.59,0.66,0.65,0.14,0.84
servicestack.csv,0.91,0.72,0.85,0.95,1.0,0.77,0.9,1.0,1.0,0.9,0.86,1.0,0.25,1.0,0.92,0.98,0.95,1.0,0.89,0.92
synecdoche.csv,0.67,0.74,0.64,0.84,0.97,0.71,0.68,0.63,0.55,0.53,0.9,1.07,0.83,0.63,0.72,0.56,0.75,0.36,0.72,0.86
tmva.csv,1.0,0.88,0.97,0.77,0.54,0.84,0.86,0.95,0.4,0.95,0.92,1.24,1.0,0.87,0.81,0.85,0.92,0.68,1.0,0.95
wsmt.csv,0.71,0.77,0.84,0.86,0.7,0.81,0.92,0.69,0.93,0.92,0.63,0.77,0.84,0.89,0.28,0.88,0.92,0.86,0.69,0.63
