,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.82,0.37,0.77,0.53,0.0,0.41,0.53,0.42,0.96,0.38,0.61,0.55,0.5,0.88,0.39,0.5,0.42,0.69,0.44,0.58
autofac.csv,0.4,0.83,0.43,0.45,0.39,0.7,0.47,0.51,0.4,0.46,0.48,0.56,0.56,0.34,0.36,0.36,0.43,0.33,0.37,0.48
azureus.csv,0.37,0.39,0.33,0.42,0.39,0.41,0.4,0.44,0.47,0.54,0.46,0.48,0.4,0.39,0.36,0.56,0.33,0.33,0.41,0.4
coot.csv,0.71,0.75,0.73,0.48,0.39,0.66,0.6,0.6,0.51,0.46,0.5,0.57,0.9,0.42,0.43,0.44,0.68,0.43,0.55,0.5
cuberok.csv,0.39,0.49,0.39,0.55,0.54,0.53,0.65,0.53,0.52,0.65,0.56,0.82,0.55,0.48,0.44,0.9,0.42,0.68,0.54,0.54
dsworkbench.csv,0.8,0.45,0.89,0.93,0.89,0.47,0.75,0.88,0.97,0.77,0.5,0.67,0.83,0.95,0.5,0.89,0.52,0.92,0.68,0.9
gabel.csv,0.52,0.57,0.88,0.51,0.6,0.74,0.65,0.68,0.51,0.85,0.5,0.67,0.0,0.74,0.75,0.54,0.38,0.64,0.74,0.93
gephex.csv,0.51,0.36,0.34,0.52,0.57,0.57,0.41,0.51,0.45,0.84,0.49,0.42,0.42,0.55,0.48,0.46,0.31,0.41,0.46,0.6
haggle.csv,0.4,0.47,0.69,0.4,0.0,0.73,0.89,0.5,0.6,0.56,0.46,0.53,0.47,0.35,0.44,0.72,0.29,0.86,0.42,0.92
icescrum.csv,0.54,0.39,0.91,0.46,0.42,0.46,0.55,0.44,0.46,0.61,0.71,0.86,0.67,0.49,0.52,0.44,0.5,0.47,0.45,0.6
javaprofiler.csv,0.38,0.43,0.41,0.48,0.39,0.46,0.42,0.45,0.47,0.47,0.44,0.51,0.65,0.42,0.48,0.52,0.37,0.39,0.41,0.57
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.86,0.0,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.51,0.75,0.38,0.4,0.42,0.69,0.75,0.42,0.46,0.96,0.57,0.58,0.45,0.33,0.47,0.41,0.36,0.35,0.46,0.7
octet.csv,0.91,0.53,0.41,0.47,0.45,0.43,0.49,0.47,0.56,0.5,0.79,0.67,0.83,0.46,0.48,0.42,0.44,0.41,0.43,0.65
openefm.csv,0.53,0.51,0.75,0.59,0.48,0.67,0.62,0.6,0.54,0.87,0.86,0.73,0.57,0.62,0.8,0.69,0.34,0.93,0.58,0.79
rcp-company-uibindings.csv,0.76,0.37,0.46,0.41,0.39,0.48,0.47,0.48,0.45,0.55,0.4,0.0,0.48,0.43,0.38,0.36,0.62,0.41,0.43,0.93
servicestack.csv,0.86,0.85,0.91,0.83,0.0,0.95,0.87,0.83,0.0,0.96,0.75,0.0,0.59,0.0,0.8,0.5,0.5,0.0,0.96,0.83
synecdoche.csv,0.48,0.4,0.37,0.95,0.38,0.43,0.66,0.46,0.56,0.4,0.53,0.58,0.5,0.44,0.48,0.55,0.32,0.55,0.52,0.65
tmva.csv,0.37,0.38,0.32,0.44,0.59,0.39,0.41,0.45,0.51,0.39,0.44,0.46,0.4,0.35,0.41,0.76,0.31,0.83,0.39,0.44
wsmt.csv,0.85,0.66,0.46,0.95,0.75,0.95,0.78,0.79,0.93,0.98,0.75,0.62,0.54,0.96,0.62,0.89,0.53,0.86,0.58,0.62
