,openefm.csv,dsworkbench.csv,autofac.csv,haggle.csv,cuberok.csv,jgnash.csv,apertium.csv,gabel.csv,tmva.csv,azureus.csv,octet.csv,jchassis.csv,servicestack.csv,gephex.csv,wsmt.csv,coot.csv,icescrum.csv,synecdoche.csv,rcp-company-uibindings.csv,javaprofiler.csv
apertium.csv,0.65,0.87,0.62,0.7,1.0,0.18,0.53,0.12,0.71,0.28,0.17,0.0,0.45,0.75,0.39,0.54,0.5,0.25,0.97,0.72
autofac.csv,0.42,0.83,0.79,0.7,0.44,0.21,0.25,0.11,0.71,0.25,0.14,0.04,0.61,0.62,0.43,0.58,0.43,0.41,0.97,0.8
azureus.csv,0.31,0.78,0.45,0.72,0.39,0.16,0.28,0.08,0.79,0.55,0.12,0.04,0.27,0.61,0.57,0.76,0.37,0.48,0.97,0.76
coot.csv,0.24,1.0,0.5,0.71,0.39,0.12,0.26,0.09,0.75,0.24,0.1,0.03,0.1,0.63,0.53,0.74,0.32,0.4,0.95,0.67
cuberok.csv,0.32,0.69,0.49,0.7,0.57,0.2,0.3,0.13,0.78,0.29,0.17,0.07,0.24,0.61,0.65,0.41,0.5,0.45,0.97,0.78
dsworkbench.csv,0.6,0.95,0.56,0.6,0.56,0.17,0.46,0.12,0.7,0.19,0.5,0.0,0.67,0.84,0.0,0.33,0.57,0.23,0.99,0.8
gabel.csv,0.45,0.86,1.0,0.7,0.53,0.26,0.23,0.32,0.8,0.56,0.21,0.0,0.0,0.59,0.33,0.67,0.44,0.45,0.98,0.79
gephex.csv,0.39,0.76,0.47,0.63,0.29,0.16,0.3,0.07,0.73,0.27,0.1,0.0,0.31,0.8,0.62,0.51,0.37,0.39,0.97,0.6
haggle.csv,0.48,0.78,0.85,0.77,0.0,0.39,0.22,0.06,0.87,0.25,0.15,0.0,0.42,0.6,0.44,0.39,0.38,0.57,0.99,0.83
icescrum.csv,0.49,0.88,0.55,0.76,0.47,0.17,0.35,0.12,0.77,0.54,0.12,0.0,0.33,0.67,0.3,0.59,0.73,0.3,0.97,0.74
javaprofiler.csv,0.37,0.75,0.59,0.65,0.41,0.15,0.3,0.09,0.76,0.29,0.15,0.03,0.47,0.61,0.41,0.55,0.39,0.41,0.98,0.88
jchassis.csv,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.29,0.0,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jgnash.csv,0.44,0.75,0.55,0.71,0.34,0.36,0.42,0.11,0.74,0.52,0.21,0.0,0.5,0.59,0.57,0.7,0.28,0.35,0.99,0.8
octet.csv,0.45,0.8,0.43,0.68,0.35,0.18,0.41,0.09,0.71,0.26,0.43,0.0,0.5,0.67,0.38,0.53,0.41,0.39,0.96,0.62
openefm.csv,0.57,0.73,0.5,0.74,0.48,0.17,0.38,0.12,0.75,0.28,0.14,0.05,0.19,0.72,0.45,0.43,0.41,0.4,0.98,0.58
rcp-company-uibindings.csv,0.41,0.81,0.54,0.78,0.42,0.14,0.31,0.1,0.85,0.34,0.12,0.0,0.35,0.64,0.38,0.6,0.54,0.44,1.0,0.86
servicestack.csv,0.43,0.8,0.45,0.67,0.0,0.27,0.2,0.0,0.0,0.26,0.25,0.0,0.64,0.0,0.6,0.5,0.5,0.0,0.96,1.0
synecdoche.csv,0.37,0.77,0.51,0.65,0.39,0.16,0.34,0.1,0.85,0.36,0.07,0.0,0.21,0.69,0.55,0.69,0.39,0.68,0.96,0.57
tmva.csv,0.32,0.77,0.46,0.64,0.5,0.16,0.33,0.08,0.86,0.26,0.13,0.0,0.26,0.59,0.53,0.4,0.36,0.56,0.96,0.6
wsmt.csv,0.36,0.72,0.41,0.63,0.58,0.23,0.17,0.08,0.8,0.13,0.19,0.04,0.24,0.48,0.82,0.56,0.21,0.57,0.96,0.72
