,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,8.0,7.0,0.0,6.0,0.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0
cornerstone.csv,8.0,5.0,3.0,1.0,8.0,0.0,11.0,14.0,0.0,1.0,0.0,1.0,0.0,3.0,6.0
esmf.csv,0.0,0.0,0.0,5.0,0.0,0.0,49.0,4.0,2.0,13.0,0.0,0.0,2.0,2.0,5.0
frogatto.csv,13.0,11.0,0.0,2.0,5.0,3.0,8.0,18.0,3.0,4.0,2.0,0.0,0.0,7.0,11.0
gretl.csv,0.0,12.0,1.0,7.0,0.0,5.0,15.0,26.0,0.0,8.0,1.0,0.0,1.0,1.0,8.0
kindb.csv,5.0,0.0,2.0,6.0,0.0,2.0,8.0,13.0,2.0,7.0,0.0,0.0,4.0,0.0,1.0
libtorrent.csv,7.0,5.0,1.0,5.0,0.0,2.0,31.0,6.0,4.0,7.0,0.0,4.0,0.0,3.0,3.0
mia.csv,4.0,18.0,1.0,8.0,1.0,0.0,48.0,0.0,2.0,13.0,1.0,0.0,2.0,2.0,17.0
open-beos.csv,5.0,6.0,1.0,0.0,1.0,0.0,59.0,2.0,1.0,3.0,1.0,0.0,3.0,2.0,11.0
pidgin.csv,3.0,2.0,2.0,4.0,0.0,1.0,12.0,26.0,0.0,0.0,1.0,1.0,1.0,2.0,3.0
quantlib.csv,2.0,2.0,1.0,0.0,0.0,1.0,21.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
riff-evolve.csv,3.0,1.0,0.0,5.0,1.0,3.0,15.0,36.0,0.0,2.0,1.0,0.0,2.0,0.0,9.0
tokratan.csv,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,1.0,11.0,1.0,1.0,0.0,5.0,5.0
upp-mirror.csv,0.0,21.0,0.0,8.0,0.0,0.0,18.0,5.0,2.0,8.0,1.0,0.0,2.0,2.0,22.0
wxcrp.csv,0.0,1.0,0.0,1.0,0.0,2.0,37.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,118.0
