,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.41,0.53,0.29,0.42,0.42,0.49,0.21,0.79,0.33,0.0,0.33,0.55,0.06,0.44,0.39
cornerstone.csv,0.41,0.53,0.56,0.39,0.48,0.02,0.22,0.58,0.3,0.39,0.44,0.26,0.45,0.38,0.34
esmf.csv,0.76,0.01,0.41,0.68,0.45,0.87,0.63,0.14,0.87,0.97,0.67,0.62,0.67,1.0,0.78
frogatto.csv,0.44,0.6,0.32,0.3,0.56,0.6,0.31,0.67,0.57,0.19,0.67,0.69,0.03,0.75,0.52
gretl.csv,0.89,0.66,0.85,0.81,0.75,0.96,0.87,0.64,0.03,0.67,0.44,0.74,0.67,0.88,0.65
kindb.csv,0.55,0.4,0.66,0.45,0.48,0.51,0.4,0.74,0.5,0.28,0.44,0.38,0.48,0.0,0.53
libtorrent.csv,0.72,0.57,0.83,0.59,0.7,0.85,0.73,0.87,0.63,0.75,0.06,0.68,0.76,0.44,0.71
mia.csv,0.12,0.33,0.27,0.35,0.83,0.17,0.41,0.0,0.73,0.97,0.33,0.53,0.21,0.69,0.23
open-beos.csv,0.41,0.37,0.34,0.0,0.22,0.64,0.81,0.27,0.37,0.28,0.22,0.4,0.18,0.31,0.36
pidgin.csv,0.45,0.5,0.37,0.41,0.02,0.26,0.35,0.6,0.27,0.06,0.44,0.41,0.21,0.25,0.52
quantlib.csv,0.12,0.18,0.24,0.09,0.14,0.17,0.86,0.11,0.1,0.0,0.06,0.62,0.15,0.06,0.01
riff-evolve.csv,0.49,0.41,0.41,0.63,0.45,0.53,0.33,0.48,0.33,0.44,0.61,0.01,0.36,0.44,0.37
tokratan.csv,0.53,0.15,0.27,0.58,0.55,0.43,0.0,0.27,0.7,0.69,0.56,0.12,0.3,0.75,0.56
upp-mirror.csv,0.48,0.44,0.0,0.33,0.61,0.23,0.28,0.39,0.6,0.33,0.33,0.41,0.36,0.69,0.38
wxcrp.csv,0.0,0.12,0.1,0.06,0.11,0.19,0.39,0.11,0.1,0.03,0.11,0.37,0.06,0.12,0.03
