,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.57,0.62,0.66,0.58,0.56,0.65,0.57,0.82,0.61,0.2,0.52,0.72,0.48,0.51,0.63
cornerstone.csv,0.69,0.59,0.71,0.58,0.61,0.06,0.51,0.7,0.63,0.67,0.61,0.75,0.49,0.83,0.6
esmf.csv,0.78,0.09,0.78,0.74,0.65,0.88,0.68,0.85,0.89,1.0,0.76,0.71,0.85,1.03,0.82
frogatto.csv,0.61,0.66,0.43,0.51,0.65,0.75,0.46,0.68,0.63,0.73,0.77,0.72,0.04,0.75,0.69
gretl.csv,0.9,0.66,0.89,0.82,0.76,0.96,0.87,0.72,0.05,0.78,0.5,0.76,0.68,0.88,0.7
kindb.csv,0.57,0.47,0.75,0.56,0.51,0.56,0.45,0.75,0.62,0.71,0.53,0.63,0.55,0.0,0.67
libtorrent.csv,0.75,0.59,0.87,0.67,0.73,0.86,0.75,0.89,0.66,0.75,0.06,0.72,0.77,0.48,0.75
mia.csv,0.78,0.8,0.83,0.76,0.93,0.83,0.84,0.0,0.86,0.97,0.82,0.75,0.81,0.75,0.95
open-beos.csv,0.61,0.63,0.52,0.03,0.55,0.75,0.83,0.52,0.57,0.75,0.56,0.67,0.61,0.61,0.72
pidgin.csv,0.58,0.6,0.58,0.59,0.03,0.64,0.48,0.69,0.6,0.75,0.59,0.7,0.4,0.51,0.72
quantlib.csv,0.66,0.72,0.64,0.83,0.73,0.73,0.93,0.46,0.72,0.85,0.64,0.82,0.6,0.62,0.04
riff-evolve.csv,0.63,0.59,0.5,0.67,0.5,0.7,0.47,0.62,0.49,0.57,0.7,0.07,0.57,0.45,0.8
tokratan.csv,0.64,0.65,0.89,0.71,0.61,0.68,0.07,0.52,0.76,0.72,0.65,0.84,0.83,0.82,0.81
upp-mirror.csv,0.73,0.66,0.02,0.57,0.69,0.66,0.79,0.45,0.68,0.87,0.68,0.65,0.66,0.72,0.73
wxcrp.csv,0.06,0.74,0.79,0.85,0.61,0.64,0.61,0.62,0.74,0.85,0.63,0.66,0.7,0.43,1.0
