,wxcrp.csv,esmf.csv,upp-mirror.csv,open-beos.csv,pidgin.csv,cornerstone.csv,tokratan.csv,mia.csv,gretl.csv,clamav.csv,libtorrent.csv,riff-evolve.csv,frogatto.csv,kindb.csv,quantlib.csv
clamav.csv,0.46,0.45,0.55,0.46,0.4,0.39,0.64,0.42,0.5,0.62,0.39,0.58,0.52,0.34,0.51
cornerstone.csv,0.51,0.38,0.41,0.48,0.44,0.45,0.54,0.4,0.51,0.57,0.42,0.63,0.41,0.73,0.57
esmf.csv,0.48,0.87,0.59,0.52,0.55,0.33,0.58,0.96,0.51,0.44,0.51,0.64,0.59,0.52,0.43
frogatto.csv,0.53,0.45,0.38,0.58,0.42,0.42,0.55,0.43,0.52,0.77,0.44,0.54,0.5,0.45,0.52
gretl.csv,0.43,0.45,0.39,0.43,0.37,0.32,0.42,0.42,0.44,0.44,0.37,0.44,0.4,0.44,0.45
kindb.csv,0.39,0.39,0.34,0.41,0.34,0.34,0.45,0.38,0.38,0.82,0.34,0.45,0.37,0.38,0.44
libtorrent.csv,0.4,0.42,0.37,0.4,0.35,0.33,0.38,0.41,0.39,0.38,0.37,0.4,0.4,0.35,0.36
mia.csv,0.94,0.9,0.96,0.95,0.57,0.94,0.89,0.94,0.75,0.41,0.83,0.82,0.93,0.6,0.96
open-beos.csv,0.52,0.56,0.49,0.59,0.47,0.43,0.48,0.55,0.53,0.75,0.51,0.76,0.67,0.48,0.7
pidgin.csv,0.54,0.41,0.38,0.46,0.39,0.66,0.51,0.47,0.41,0.86,0.43,0.47,0.48,0.35,0.46
quantlib.csv,0.7,0.67,0.56,0.98,0.65,0.82,0.48,0.87,0.52,0.67,0.61,0.75,0.6,0.43,0.92
riff-evolve.csv,0.52,0.44,0.35,0.49,0.35,0.42,0.51,0.41,0.34,0.38,0.4,0.57,0.44,0.41,0.62
tokratan.csv,0.55,0.68,0.95,0.56,0.4,0.53,0.93,0.64,0.52,0.49,0.46,0.88,0.72,0.46,0.6
upp-mirror.csv,0.68,0.64,0.46,0.68,0.48,0.67,0.79,0.58,0.57,0.94,0.62,0.76,0.68,0.55,0.69
wxcrp.csv,0.62,0.75,0.94,0.97,0.58,0.68,0.79,0.96,0.57,0.75,0.54,0.8,0.69,0.36,0.67
