,campsoft.csv,sevenupdate.csv,extprosys.csv,cleartk.csv,opennms.csv,intact.csv,rohxel.csv,japano.csv,encog-cs.csv,lockss.csv,officefloor.csv,roolo.csv,ofbiz.csv,ibatisdb.csv,web-cat.csv
cleartk.csv,0.62,0.67,0.36,0.07,0.61,0.3,0.36,0.89,0.85,0.83,0.43,0.68,0.69,0.63,0.71
encog-cs.csv,0.72,0.5,0.78,0.93,0.86,0.93,0.91,0.78,0.35,0.14,0.9,0.84,0.73,0.73,0.61
extprosys.csv,0.65,1.0,0.29,0.71,0.92,0.71,0.55,0.89,0.93,0.98,0.5,0.62,0.86,0.73,0.55
ibatisdb.csv,0.14,0.33,0.63,0.21,0.36,0.26,0.09,0.33,0.24,0.3,0.24,0.16,0.05,0.2,0.0
intact.csv,0.63,1.0,0.68,0.57,0.7,0.34,0.45,0.44,0.52,0.97,0.65,0.43,0.76,0.51,0.32
japano.csv,0.78,1.0,0.71,0.93,0.71,0.79,1.0,0.22,0.92,0.79,0.93,0.89,0.88,0.75,0.52
lockss.csv,0.29,0.0,0.07,0.0,0.19,0.15,0.36,0.44,0.12,0.34,0.27,0.38,0.18,0.26,0.39
ofbiz.csv,0.73,0.67,0.95,0.43,0.49,0.71,0.45,0.33,0.44,0.28,0.68,0.3,0.33,0.43,0.74
officefloor.csv,0.37,0.0,0.4,0.29,0.25,0.37,0.0,0.67,0.36,0.28,0.26,0.08,0.11,0.47,0.61
opennms.csv,0.54,0.67,0.02,0.07,0.25,0.05,0.45,0.0,0.19,0.27,0.21,0.38,0.36,0.17,0.03
rohxel.csv,0.34,0.0,0.26,0.14,0.08,0.14,0.27,0.0,0.09,0.04,0.11,0.27,0.03,0.15,0.03
roolo.csv,0.7,0.67,0.83,0.71,0.78,0.77,0.55,0.33,0.63,0.58,0.83,0.19,0.56,0.71,0.52
sevenupdate.csv,1.0,0.17,1.0,1.0,0.96,1.0,1.0,1.0,0.94,0.54,0.99,1.0,0.95,1.0,1.0
web-cat.csv,0.85,0.33,0.96,0.93,0.9,0.75,0.91,0.89,0.93,0.79,0.84,0.78,0.7,0.82,0.16
