,mule.csv,springside.csv,swtfox.csv,chaperon.csv,calcubetimer.csv,nunit.csv
calcubetimer.csv,0.97,0.67,0.75,1.0,1.0,0.95
chaperon.csv,0.04,0.02,0.08,1.0,0.18,0.05
mule.csv,0.97,0.12,0.12,0.25,0.27,0.35
nunit.csv,0.47,0.55,0.25,0.5,0.36,0.95
springside.csv,0.63,0.96,0.42,1.0,0.57,0.68
swtfox.csv,0.25,0.33,0.98,0.0,0.27,0.22
