,sabbu.csv,vxl.csv,jicarilla.csv,ossim.csv,zact.csv,optalgtoolkit.csv,projectts.csv,abbot.csv
abbot.csv,0.57,0.9,0.49,0.88,1.0,1.0,0.56,0.17
jicarilla.csv,0.0,0.0,0.22,0.0,0.0,0.03,0.04,0.56
optalgtoolkit.csv,0.52,0.37,0.92,0.5,0.28,0.29,0.56,0.89
ossim.csv,0.33,0.24,0.32,0.29,0.03,0.45,0.63,0.89
projectts.csv,0.46,0.45,0.32,0.55,0.8,0.87,0.48,0.06
sabbu.csv,0.28,0.46,0.11,0.3,0.49,0.03,0.3,0.11
vxl.csv,0.72,0.36,0.59,0.47,0.69,0.61,0.59,0.06
zact.csv,0.63,0.08,0.22,0.3,0.28,0.0,0.56,0.33
