,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.63,0.86,0.0,0.43,0.47,0.75,0.0,0.5,0.0,0.73,0.83,0.0,0.81,0.83,0.0,0.0
codepurge.csv,0.38,0.35,0.45,0.54,0.34,0.47,0.55,0.31,0.93,0.38,0.61,0.41,0.86,0.67,0.49,0.51,0.89
fontforge.csv,0.41,0.3,0.41,0.38,0.33,0.35,0.36,0.48,0.42,0.37,0.44,0.42,0.47,0.4,0.37,0.4,0.36
glas.csv,0.39,0.33,0.46,0.55,0.37,0.4,0.41,0.26,0.39,0.37,0.41,0.37,0.49,0.57,0.37,0.35,0.42
gmerlin.csv,0.5,0.3,0.41,0.34,0.0,0.38,0.36,0.0,0.38,0.0,0.38,0.39,0.4,0.4,0.0,0.48,0.5
hatari.csv,0.42,0.45,0.56,0.42,0.38,0.45,0.43,0.28,0.43,0.32,0.48,0.42,0.62,0.91,0.4,0.62,0.77
jcl.csv,0.5,0.55,0.5,0.53,0.46,0.48,0.49,0.41,0.52,0.41,0.42,0.94,0.75,0.6,0.54,0.67,0.51
ltp.csv,0.89,0.39,0.47,0.47,0.49,0.45,0.41,0.9,0.6,0.6,0.58,0.82,0.6,0.49,0.57,0.96,0.48
mia.csv,0.58,0.8,0.52,0.4,0.97,0.82,0.63,0.34,0.54,0.34,0.51,0.81,0.8,0.83,0.67,0.77,0.74
net-snmp.csv,0.48,0.81,0.46,0.5,0.42,0.74,0.87,0.28,0.39,0.53,0.63,0.61,0.49,0.65,0.79,0.96,0.74
opde.csv,0.4,0.46,0.42,0.62,0.33,0.4,0.71,0.3,0.51,0.0,0.44,0.4,0.91,0.62,0.45,0.47,0.64
oppna-program-hsatools.csv,0.36,0.38,0.38,0.37,0.34,0.47,0.38,0.27,0.41,0.34,0.43,0.41,0.59,0.86,0.34,0.37,0.45
powerfolder-.csv,0.37,0.5,0.5,0.36,0.67,0.83,0.5,0.88,0.46,0.36,0.6,0.4,0.88,0.67,0.41,0.38,0.48
qlc.csv,0.83,0.31,0.86,0.36,0.55,0.44,0.48,0.8,0.36,0.48,0.65,0.37,0.52,0.82,0.35,0.5,0.57
quantlib.csv,0.43,0.66,0.56,0.4,0.94,0.82,0.53,0.29,0.48,0.42,0.68,0.49,0.54,0.92,0.37,0.53,0.57
tcl.csv,0.54,0.38,0.54,0.39,0.49,0.5,0.47,0.0,0.68,0.48,0.54,0.48,0.52,0.73,0.0,0.95,0.46
