,net-snmp.csv,powerfolder-.csv,hatari.csv,opde.csv,ltp.csv,chipster.csv,cataclysmos.csv,fontforge.csv,qlc.csv,tcl.csv,oppna-program-hsatools.csv,mia.csv,glas.csv,codepurge.csv,jcl.csv,gmerlin.csv,quantlib.csv
chipster.csv,0.0,0.48,0.28,0.0,0.66,0.6,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.27,0.2,0.0,0.0
codepurge.csv,0.56,0.51,0.51,0.29,0.72,0.48,0.09,0.57,0.12,0.56,0.41,0.14,0.18,0.45,0.23,0.42,0.09
fontforge.csv,0.56,0.46,0.59,0.49,0.82,0.59,0.04,0.68,0.23,0.66,0.7,0.17,0.53,0.26,0.22,0.5,0.33
glas.csv,0.6,0.49,0.68,0.38,0.66,0.56,0.06,0.62,0.27,0.52,0.82,0.16,0.6,0.3,0.22,0.51,0.34
gmerlin.csv,0.05,0.46,0.53,0.49,0.0,0.51,0.04,0.0,0.24,0.0,0.82,0.22,0.58,0.27,0.0,0.51,0.31
hatari.csv,0.55,0.59,0.66,0.5,0.78,0.55,0.04,0.57,0.25,0.65,0.7,0.18,0.48,0.11,0.21,0.41,0.17
jcl.csv,0.67,0.52,0.58,0.41,0.77,0.55,0.06,0.54,0.18,0.54,0.67,0.17,0.1,0.21,0.31,0.37,0.32
ltp.csv,0.38,0.43,0.57,0.54,0.79,0.54,0.0,0.29,0.21,0.59,0.74,0.26,0.41,0.24,0.22,0.34,0.37
mia.csv,0.49,0.28,0.5,0.44,0.08,0.34,0.1,0.64,0.16,0.62,0.56,0.34,0.1,0.0,0.11,0.41,0.2
net-snmp.csv,0.62,0.39,0.44,0.49,0.63,0.32,0.12,0.57,0.26,0.49,0.67,0.23,0.51,0.21,0.09,0.33,0.2
opde.csv,0.62,0.42,0.62,0.61,0.82,0.55,0.11,0.62,0.27,0.0,0.74,0.17,0.21,0.26,0.2,0.33,0.24
oppna-program-hsatools.csv,0.63,0.53,0.63,0.53,0.83,0.53,0.04,0.58,0.23,0.64,0.91,0.17,0.37,0.23,0.28,0.51,0.24
powerfolder-.csv,0.57,0.67,0.55,0.46,0.36,0.29,0.1,0.25,0.32,0.61,0.69,0.17,0.13,0.07,0.22,0.45,0.24
qlc.csv,0.17,0.51,0.17,0.46,0.36,0.53,0.09,0.21,0.3,0.44,0.47,0.14,0.38,0.3,0.2,0.06,0.24
quantlib.csv,0.49,0.23,0.49,0.33,0.03,0.27,0.1,0.61,0.19,0.48,0.55,0.16,0.37,0.17,0.22,0.42,0.4
tcl.csv,0.44,0.42,0.51,0.47,0.69,0.5,0.0,0.0,0.24,0.7,0.77,0.1,0.54,0.15,0.0,0.16,0.31
