,recall,precision,pf,pci_20,ifa,wins
chipster.csv,0.0,0.0,0.03,0.47,54.0,0
codepurge.csv,0.56,0.4,0.38,0.49,3.0,11
fontforge.csv,0.92,0.34,0.94,0.4,3.0,2
glas.csv,0.75,0.41,0.63,0.39,3.0,4
gmerlin.csv,0.62,0.23,0.55,0.38,4.0,1
hatari.csv,0.74,0.42,0.53,0.43,3.0,8
jcl.csv,0.55,0.44,0.55,0.51,1.0,10
ltp.csv,0.71,0.37,0.65,0.57,3.0,13
mia.csv,0.39,0.48,0.22,0.67,0.0,15
net-snmp.csv,0.57,0.39,0.42,0.61,3.0,14
opde.csv,0.71,0.34,0.45,0.45,4.0,7
oppna-program-hsatools.csv,0.88,0.42,0.72,0.38,0.0,6
powerfolder-.csv,0.57,0.38,0.37,0.5,2.0,12
qlc.csv,0.32,0.43,0.28,0.5,2.0,9
quantlib.csv,0.44,0.29,0.45,0.53,4.0,5
tcl.csv,0.66,0.29,0.69,0.49,6.0,3
