,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.9,0.33,0.0,0.61,0.53,0.75,0.67,0.45,0.67
arsenal-1.csv,0.81,0.38,0.68,0.5,0.3,0.57,0.4,0.4,0.38
barracudamvc.csv,0.92,0.43,0.46,0.38,0.28,0.86,0.36,0.26,0.19
irplus.csv,0.84,0.43,0.6,0.49,0.4,0.81,0.48,0.32,0.28
lite.csv,0.8,0.35,0.56,0.5,0.21,0.77,0.4,0.48,0.4
mevenide.csv,0.81,0.41,0.5,0.5,0.57,0.69,0.25,1.0,0.6
mumble.csv,0.87,0.44,0.39,0.2,0.61,0.89,0.3,0.29,0.14
ontopia.csv,0.64,0.42,0.5,0.38,0.32,0.95,0.22,0.26,0.25
openintents.csv,0.83,0.68,0.48,0.43,0.11,0.83,0.39,0.36,0.27
