,barracudamvc.csv,openintents.csv,arsenal-1.csv,alembik.csv,mumble.csv,ontopia.csv,irplus.csv,lite.csv,mevenide.csv
alembik.csv,0.26,0.17,0.0,0.77,0.32,0.12,0.16,0.67,0.14
arsenal-1.csv,0.7,0.13,0.7,0.05,0.12,0.05,0.08,0.13,0.55
barracudamvc.csv,0.7,0.91,0.96,0.86,1.0,0.88,1.0,0.93,0.66
irplus.csv,0.64,0.87,0.22,0.86,0.68,0.39,0.52,0.87,0.41
lite.csv,0.43,0.26,0.56,0.18,0.36,0.47,0.4,0.73,0.55
mevenide.csv,0.64,0.48,0.26,0.09,0.16,0.14,0.04,0.2,0.72
mumble.csv,0.65,0.96,0.52,0.14,0.88,0.83,0.56,0.47,0.24
ontopia.csv,0.09,0.74,0.22,0.5,0.84,0.71,0.24,0.73,0.03
openintents.csv,0.36,0.65,0.89,0.91,0.28,0.51,0.88,1.0,0.59
