,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.63,0.47,0.0,0.41,0.24,0.0,0.64,0.47,0.49,0.16,0.26,0.19,0.15,0.75,0.89,0.18,0.0,0.7,0.0,0.38
alleg.csv,0.56,0.35,0.3,0.57,0.24,0.78,0.83,0.53,0.16,0.19,0.13,0.29,0.02,0.35,0.72,0.12,0.96,0.78,0.65,0.5
biodwh.csv,0.63,0.52,0.0,0.69,0.42,0.59,0.8,0.7,0.5,0.22,0.31,0.22,0.17,0.62,1.0,0.43,1.0,0.78,0.58,0.75
factor.csv,0.46,0.15,0.07,1.0,0.24,0.62,1.0,0.57,0.29,0.8,0.15,0.0,0.03,0.35,0.0,0.15,0.93,0.88,0.66,0.6
iaml.csv,0.54,0.39,0.5,0.58,0.23,0.81,0.74,0.57,0.27,0.18,0.29,0.19,0.14,0.83,0.76,0.16,1.0,0.31,0.48,0.83
icescrum.csv,0.65,0.43,0.46,0.68,0.3,0.67,0.59,0.53,0.3,0.26,0.14,0.18,0.09,0.7,0.79,0.17,1.0,0.63,0.52,0.6
jbasic.csv,0.47,0.3,0.26,0.67,0.19,0.65,0.53,0.5,0.19,0.17,0.09,0.2,0.08,0.37,0.92,0.15,0.97,0.51,0.53,0.45
jcache.csv,0.46,0.33,0.26,0.56,0.33,0.62,0.45,0.58,0.2,0.24,0.09,0.25,0.11,0.45,0.93,0.21,0.97,0.61,0.41,0.82
ktc.csv,0.69,0.57,0.29,0.67,0.27,0.65,0.47,0.55,0.26,0.23,0.2,0.21,0.12,0.47,0.83,0.23,0.97,0.57,0.59,0.95
moast.csv,0.2,0.22,0.25,0.49,0.26,0.62,0.55,0.55,0.19,0.19,0.03,0.15,0.04,0.39,1.0,0.14,0.96,0.25,0.4,0.4
natpad.csv,0.59,0.36,0.22,0.8,0.26,0.68,0.84,0.54,0.26,0.22,0.16,0.28,0.04,0.4,0.76,0.14,0.96,0.82,0.59,0.61
nebuladevice.csv,0.33,0.21,0.33,0.39,0.27,0.0,0.48,0.47,0.05,0.0,0.04,0.37,0.02,0.32,0.89,0.09,0.96,0.73,0.0,0.19
nosleepsoftware.csv,0.17,0.23,0.5,0.25,0.0,0.92,0.38,0.62,0.0,0.0,0.0,0.38,0.0,0.0,0.2,0.09,1.0,0.5,0.15,0.67
pixel-commandos.csv,0.61,0.57,0.0,0.67,0.28,0.64,0.74,0.66,0.23,0.17,0.0,0.11,0.44,0.43,0.98,0.22,0.94,0.0,0.8,1.0
riff-evolve.csv,0.61,0.5,0.0,0.64,0.28,0.61,0.63,0.72,0.36,0.25,0.38,0.19,0.14,0.5,0.91,0.2,1.0,0.81,0.61,0.76
rosegarden.csv,0.62,0.54,0.22,0.55,0.31,0.63,0.64,0.48,0.27,0.3,0.26,0.24,0.14,0.54,0.82,0.16,0.97,0.48,0.6,0.7
smarttag.csv,0.56,0.36,0.04,0.56,0.36,0.53,0.6,0.57,0.2,0.2,0.1,0.22,0.09,0.5,0.89,0.11,1.0,0.7,0.0,0.64
wxcode.csv,0.7,0.59,0.5,0.65,0.0,0.67,0.4,0.52,0.32,0.5,0.33,0.25,0.12,0.64,0.4,0.33,0.98,0.33,0.58,0.79
xined.csv,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0.7
zemljanka.csv,0.4,0.28,0.28,0.49,0.3,0.63,0.57,0.52,0.18,0.16,0.08,0.2,0.06,0.45,0.9,0.15,1.0,0.63,0.4,0.45
