,recall,precision,pf,pci_20,ifa,wins
adobe-source.csv,0.5700000000000001,0.32,0.39,0.535,2.0,6
alleg.csv,0.51,0.425,0.42,0.52,1.0,7
biodwh.csv,0.37,0.585,0.165,0.6799999999999999,0.0,19
factor.csv,0.315,0.405,0.225,0.705,1.5,11
iaml.csv,0.28,0.49,0.21,0.69,2.5,13
icescrum.csv,0.5,0.525,0.26,0.565,1.0,16
jbasic.csv,0.8,0.41000000000000003,0.74,0.44,1.5,5
jcache.csv,0.85,0.43,0.605,0.44,1.0,9
ktc.csv,0.53,0.51,0.33,0.45999999999999996,1.0,12
moast.csv,0.715,0.255,0.635,0.45,1.0,2
natpad.csv,0.65,0.47000000000000003,0.45999999999999996,0.475,1.0,10
nebuladevice.csv,0.355,0.29500000000000004,0.565,0.62,2.5,1
nosleepsoftware.csv,0.07,0.21500000000000002,0.15500000000000003,0.895,7.0,4
pixel-commandos.csv,0.165,0.505,0.09,0.89,1.5,18
riff-evolve.csv,0.585,0.5549999999999999,0.28,0.5,1.0,17
rosegarden.csv,0.69,0.51,0.34,0.47,1.0,15
smarttag.csv,0.47,0.43,0.355,0.545,2.0,8
wxcode.csv,0.41500000000000004,0.5,0.175,0.585,2.5,14
xined.csv,0.0,0.0,0.0,0.0,100.0,0
zemljanka.csv,0.83,0.4,0.815,0.435,2.0,3
