,f1,g,recall,precision,pf,wins
adobe-source.csv,0.375,0.43,0.5700000000000001,0.32,0.39,7
alleg.csv,0.33999999999999997,0.5,0.51,0.425,0.42,9
biodwh.csv,0.475,0.42,0.37,0.585,0.165,15
factor.csv,0.28500000000000003,0.355,0.315,0.405,0.225,5
iaml.csv,0.28,0.325,0.28,0.49,0.21,6
icescrum.csv,0.385,0.515,0.5,0.525,0.26,14
jbasic.csv,0.47,0.475,0.8,0.41000000000000003,0.74,10
jcache.csv,0.44499999999999995,0.62,0.85,0.43,0.605,17
ktc.csv,0.425,0.55,0.53,0.51,0.33,16
moast.csv,0.375,0.235,0.715,0.255,0.635,3
natpad.csv,0.395,0.54,0.65,0.47000000000000003,0.45999999999999996,12
nebuladevice.csv,0.295,0.365,0.355,0.29500000000000004,0.565,2
nosleepsoftware.csv,0.1,0.09,0.07,0.21500000000000002,0.15500000000000003,1
pixel-commandos.csv,0.22,0.195,0.165,0.505,0.09,4
riff-evolve.csv,0.475,0.585,0.585,0.5549999999999999,0.28,18
rosegarden.csv,0.45999999999999996,0.65,0.69,0.51,0.34,19
smarttag.csv,0.315,0.48,0.47,0.43,0.355,8
wxcode.csv,0.425,0.45499999999999996,0.41500000000000004,0.5,0.175,13
xined.csv,0.0,0.0,0.0,0.0,0.0,0
zemljanka.csv,0.54,0.49,0.83,0.4,0.815,11
