,ktc.csv,rosegarden.csv,nosleepsoftware.csv,jbasic.csv,smarttag.csv,alleg.csv,iaml.csv,riff-evolve.csv,adobe-source.csv,xined.csv,wxcode.csv,nebuladevice.csv,pixel-commandos.csv,icescrum.csv,moast.csv,biodwh.csv,zemljanka.csv,factor.csv,natpad.csv,jcache.csv
adobe-source.csv,0.5,0.56,0.68,0.77,0.47,0.0,0.72,0.47,0.7,0.4,0.74,0.51,0.65,0.75,0.41,0.76,0.0,0.46,0.0,0.66
alleg.csv,0.55,0.52,0.41,0.86,0.49,0.53,0.94,0.4,0.52,0.48,0.54,0.76,0.57,0.35,0.6,0.42,0.44,0.43,0.42,0.88
biodwh.csv,0.58,0.72,0.86,0.66,0.75,0.55,0.95,0.7,0.89,0.89,0.75,0.7,0.83,0.62,0.0,0.61,0.51,0.61,0.4,0.46
factor.csv,0.95,0.98,0.67,0.67,0.6,0.98,0.5,0.63,0.71,0.8,0.5,0.92,0.8,0.35,0.67,0.7,0.77,0.51,0.72,0.8
iaml.csv,0.74,0.9,0.5,0.53,0.69,0.64,0.58,0.95,0.91,0.91,0.86,0.58,0.68,0.83,0.69,0.45,0.95,0.75,0.66,0.54
icescrum.csv,0.57,0.48,0.69,0.49,0.48,0.63,0.71,0.59,0.7,0.43,0.67,0.46,0.59,0.45,0.58,0.42,0.56,0.43,0.34,0.6
jbasic.csv,0.4,0.42,0.45,0.51,0.59,0.41,0.5,0.52,0.45,0.43,0.4,0.33,0.46,0.37,0.96,0.39,0.39,0.46,0.34,0.55
jcache.csv,0.41,0.47,0.43,0.42,0.67,0.44,0.43,0.44,0.49,0.43,0.62,0.41,0.53,0.36,0.4,0.44,0.49,0.78,0.48,0.41
ktc.csv,0.41,0.54,0.42,0.42,0.45,0.35,0.45,0.48,0.51,0.41,0.52,0.47,0.45,0.38,0.5,0.47,0.5,0.57,0.35,0.47
moast.csv,0.79,0.92,0.84,0.43,0.4,0.45,0.44,0.4,0.97,0.4,0.79,0.54,0.77,0.33,0.44,0.34,0.45,0.88,0.43,0.6
natpad.csv,0.53,0.47,0.49,0.93,0.46,0.46,0.98,0.39,0.48,0.38,0.55,0.68,0.65,0.4,0.61,0.41,0.42,0.43,0.36,0.61
nebuladevice.csv,0.55,0.61,0.49,0.76,0.67,0.0,0.65,0.73,0.89,0.86,0.56,0.63,0.53,0.6,0.44,0.78,0.96,0.5,0.0,0.86
nosleepsoftware.csv,0.98,0.98,0.61,0.94,0.0,0.92,0.98,0.88,0.89,0.0,0.93,0.92,0.74,0.83,0.9,0.91,0.72,0.88,0.95,0.83
pixel-commandos.csv,0.97,0.98,0.0,0.93,0.72,0.93,0.98,0.98,0.97,0.61,0.0,0.89,0.89,0.86,0.98,0.89,0.94,0.0,0.8,0.67
riff-evolve.csv,0.43,0.53,0.71,0.5,0.38,0.5,0.52,0.51,0.53,0.33,0.62,0.5,0.55,0.41,0.39,0.29,0.95,0.44,0.44,0.35
rosegarden.csv,0.42,0.53,0.44,0.47,0.85,0.38,0.63,0.45,0.47,0.48,0.67,0.45,0.61,0.46,0.58,0.74,0.44,0.52,0.44,0.47
smarttag.csv,0.42,0.49,0.52,0.94,0.5,0.78,0.84,0.66,0.5,0.53,0.63,0.56,0.44,0.65,0.41,0.74,0.75,0.46,0.0,0.64
wxcode.csv,0.45,0.59,0.67,0.44,0.5,0.45,0.6,0.6,0.49,0.83,0.67,0.42,0.75,0.57,0.93,0.92,0.52,0.78,0.58,0.38
xined.csv,0.0,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.41
zemljanka.csv,0.43,0.43,0.45,0.43,0.43,0.41,0.4,0.54,0.53,0.44,0.47,0.35,0.44,0.52,0.39,0.35,0.48,0.4,0.44,0.53
