,nova.csv,crisscross.csv,mb-unit.csv,ivatamasks.csv,ivataopenportal.csv,kolmafia.csv,olex2.csv
crisscross.csv,0.88,0.1,0.81,0.67,0.84,0.58,0.63
ivatamasks.csv,0.92,0.59,0.65,0.01,0.59,0.44,0.66
ivataopenportal.csv,0.85,0.82,0.7,0.75,0.02,0.61,0.67
kolmafia.csv,0.86,0.65,0.64,0.61,0.74,0.02,0.8
mb-unit.csv,0.63,0.85,0.03,0.9,0.74,0.8,0.8
nova.csv,0.08,0.69,0.68,0.67,0.85,0.55,0.63
olex2.csv,0.94,0.6,0.64,0.64,0.64,0.54,0.07
