,ildjit.csv,jfreereport.csv,gebr.csv,amateur-scrolls.csv,foursquared.csv,kml.csv,pcsx2.csv,wxjs.csv,ffigo.csv,ng4j.csv
amateur-scrolls.csv,0.0,0.32,0.0,0.66,0.61,0.0,0.02,0.43,0.41,0.18
ffigo.csv,0.28,0.39,0.04,0.51,0.62,0.23,0.16,0.29,0.75,0.39
foursquared.csv,0.0,0.32,0.11,0.18,0.91,0.07,0.0,0.0,0.0,0.0
gebr.csv,0.59,0.24,0.68,0.27,0.0,0.68,0.49,0.17,0.5,0.09
ildjit.csv,0.7,0.5,0.46,0.49,0.2,0.56,0.35,0.0,0.46,0.12
jfreereport.csv,0.09,0.46,0.22,0.66,0.25,0.44,0.35,0.15,0.41,0.24
kml.csv,0.35,0.09,0.62,0.56,0.0,0.76,0.67,0.38,0.64,0.35
ng4j.csv,0.59,0.56,0.61,0.53,0.75,0.6,0.59,0.14,0.51,0.78
pcsx2.csv,0.17,0.66,0.0,0.56,0.56,0.52,0.72,0.0,0.04,0.72
wxjs.csv,0.0,0.09,0.0,0.0,0.0,0.07,0.02,0.96,0.0,0.0
