,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.35,0.51,0.45,0.32,0.54,0.35,0.45,0.39,0.4,0.49,0.48,0.67,0.38,0.35,0.49,0.36
elateportal.csv,0.94,0.51,0.62,0.44,0.63,0.82,0.63,0.47,0.59,0.43,0.61,0.3,0.57,0.46,0.65,0.43
gmerlin.csv,0.89,0.71,0.86,0.67,0.96,0.86,0.94,0.77,0.68,0.83,0.97,0.67,0.89,0.64,0.96,0.76
gretl.csv,0.32,0.44,0.37,0.43,0.45,0.46,0.44,0.35,0.4,0.37,0.44,0.39,0.41,0.45,0.56,0.45
illumination.csv,0.89,0.96,0.67,0.96,0.53,0.62,0.52,0.68,0.71,0.82,0.7,0.32,0.9,0.51,0.65,0.83
mpgravity.csv,0.39,0.57,0.75,0.47,0.61,0.52,0.76,0.42,0.6,0.61,0.5,0.32,0.4,0.49,0.64,0.48
nativeclient.csv,0.33,0.47,0.41,0.39,0.57,0.45,0.53,0.42,0.51,0.4,0.53,0.78,0.47,0.4,0.56,0.42
natpad.csv,0.46,0.73,0.92,0.51,0.79,0.61,0.69,0.48,0.74,0.74,0.54,0.75,0.52,0.48,0.62,0.57
ogre.csv,0.33,0.39,0.38,0.45,0.43,0.48,0.41,0.36,0.37,0.35,0.4,0.3,0.39,0.45,0.5,0.43
open-ms.csv,0.52,0.53,0.52,0.7,0.49,0.86,0.63,0.48,0.6,0.77,0.91,0.31,0.66,0.99,0.89,0.76
openmsx.csv,0.41,0.55,0.59,0.71,0.58,0.42,0.67,0.67,0.72,0.59,0.6,0.82,0.91,0.74,0.55,0.73
oppna-program-hsatools.csv,0.7,0.42,0.38,0.39,0.42,0.42,0.51,0.33,0.49,0.42,0.42,0.31,0.43,0.43,0.48,0.43
sandiaportals.csv,0.33,0.56,0.77,0.43,0.79,0.41,0.6,0.62,0.48,0.49,0.47,0.83,0.43,0.87,0.58,0.46
sauerbraten.csv,0.38,0.72,0.67,0.52,0.97,0.89,0.93,0.92,0.77,0.82,0.95,0.75,0.56,0.54,0.96,0.9
yarp.csv,0.88,0.95,0.89,0.83,0.97,0.64,0.93,0.96,0.96,0.9,0.98,0.5,0.89,0.83,0.94,0.8
zemljanka.csv,0.35,0.41,0.38,0.48,0.4,0.5,0.4,0.32,0.39,0.35,0.4,0.31,0.42,0.45,0.5,0.44
