,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.64,0.72,0.51,0.5,0.71,0.69,0.77,0.01,0.76,0.56,0.6,1.14,0.56,0.52,0.68,0.59
elateportal.csv,0.94,0.8,0.53,0.5,0.85,0.77,0.7,0.61,0.72,0.74,0.68,0.0,0.74,0.58,0.71,0.55
gmerlin.csv,0.82,0.71,0.84,0.76,0.89,0.93,0.91,0.81,0.12,0.88,0.81,0.97,0.85,0.79,0.85,0.8
gretl.csv,0.96,0.73,0.9,0.07,1.03,0.9,0.88,0.74,0.74,0.75,0.77,0.81,0.72,0.78,0.69,0.87
illumination.csv,0.92,0.88,0.91,0.88,1.06,0.66,0.68,0.76,0.7,0.0,0.83,0.35,0.95,0.67,0.78,0.86
mpgravity.csv,0.48,0.73,0.0,0.71,0.78,0.87,0.76,0.77,0.68,0.79,0.64,0.35,0.59,0.52,0.71,0.45
nativeclient.csv,0.55,0.49,0.55,0.51,1.16,0.66,0.67,0.55,0.59,0.52,0.58,0.9,0.52,0.62,0.02,0.56
natpad.csv,0.65,0.69,0.52,0.59,0.96,0.77,0.78,0.62,0.7,0.8,0.6,0.91,0.64,0.67,0.67,0.02
ogre.csv,1.0,1.0,1.0,1.0,0.0,0.95,0.99,1.0,1.0,0.98,0.98,1.0,1.0,1.0,1.0,1.0
open-ms.csv,0.57,0.97,1.01,0.92,1.01,0.84,0.81,0.73,0.69,0.8,0.11,1.0,0.86,0.89,0.94,0.79
openmsx.csv,0.57,0.41,0.85,0.8,0.29,0.63,0.11,0.73,0.88,0.74,0.72,1.07,0.9,0.99,0.91,0.94
oppna-program-hsatools.csv,0.65,0.05,1.0,0.55,1.01,0.62,0.57,0.89,0.77,0.65,0.91,1.01,0.57,0.36,0.96,1.0
sandiaportals.csv,0.96,0.63,0.53,0.48,1.26,0.81,0.67,0.62,0.68,0.9,0.67,0.84,0.04,0.92,0.58,0.65
sauerbraten.csv,0.05,0.74,0.83,0.67,1.0,0.89,0.9,0.85,0.78,0.91,0.72,0.95,0.73,0.59,0.86,0.79
yarp.csv,0.95,0.93,0.85,0.97,0.99,0.0,0.9,0.74,0.89,0.89,0.87,1.05,0.88,0.97,0.91,0.98
zemljanka.csv,0.96,0.96,1.0,1.0,0.66,0.87,0.77,0.67,0.86,1.0,0.98,0.83,0.95,0.11,1.0,0.97
