,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.87,0.56,1.0,0.62,0.5,0.56,0.68,0.99,0.69,0.65,0.67,0.23,0.6,0.53,0.36,0.72
elateportal.csv,0.15,0.53,0.5,0.75,0.31,0.28,0.43,0.45,0.44,0.47,0.42,1.0,0.51,0.84,0.3,0.72
gmerlin.csv,0.18,0.3,0.17,0.24,0.11,0.08,0.09,0.21,0.88,0.12,0.19,0.05,0.15,0.22,0.15,0.21
gretl.csv,1.0,0.79,1.0,0.99,0.77,0.92,0.78,0.88,0.81,0.65,0.8,0.55,0.96,0.9,0.75,0.88
illumination.csv,0.1,0.16,0.25,0.13,0.65,0.68,0.55,0.35,0.41,1.0,0.24,0.89,0.09,0.62,0.51,0.21
mpgravity.csv,0.85,0.53,1.0,0.57,0.4,0.64,0.26,0.59,0.41,0.35,0.72,0.89,0.68,0.74,0.44,0.65
nativeclient.csv,0.77,0.54,0.75,0.58,0.41,0.4,0.38,0.55,0.53,0.76,0.71,0.16,0.51,0.48,0.99,0.74
natpad.csv,0.59,0.32,0.5,0.46,0.18,0.52,0.25,0.44,0.34,0.24,0.57,0.09,0.4,0.5,0.4,0.98
ogre.csv,1.0,1.0,1.0,0.99,1.0,1.0,1.0,0.99,1.0,1.0,0.97,1.0,1.0,1.0,0.98,1.0
open-ms.csv,0.54,0.68,0.25,0.56,0.84,0.16,0.43,0.6,0.44,0.29,0.89,0.98,0.4,0.31,0.06,0.3
openmsx.csv,0.62,0.72,0.5,0.56,0.71,0.56,0.89,0.5,0.25,0.53,0.64,0.16,0.13,0.56,0.88,0.4
oppna-program-hsatools.csv,0.38,0.98,0.92,0.71,0.87,0.6,0.52,0.9,0.53,0.82,0.89,0.89,0.72,0.72,0.93,0.93
sandiaportals.csv,0.97,0.48,0.5,0.69,0.23,0.84,0.49,0.44,0.5,0.35,0.78,0.23,0.96,0.36,0.67,0.84
sauerbraten.csv,0.97,0.26,0.17,0.4,0.13,0.12,0.11,0.15,0.25,0.12,0.29,0.07,0.38,0.61,0.14,0.23
yarp.csv,0.08,0.12,0.17,0.03,0.15,1.0,0.11,0.28,0.16,0.12,0.15,0.0,0.13,0.03,0.09,0.02
zemljanka.csv,0.95,0.93,1.0,0.91,0.57,0.92,0.68,0.74,0.97,0.94,0.94,1.0,0.94,1.0,0.98,1.0
