,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.77,0.67,0.53,0.74,0.66,0.47,0.5,0.99,0.44,0.39,0.37,0.34,0.7,0.69,0.48,0.58
elateportal.csv,0.22,0.64,0.48,0.82,0.47,0.33,0.42,0.59,0.37,0.27,0.3,1.0,0.6,0.9,0.43,0.6
gmerlin.csv,0.29,0.45,0.21,0.39,0.2,0.12,0.15,0.33,0.93,0.17,0.27,0.09,0.26,0.36,0.25,0.3
gretl.csv,0.77,0.81,0.39,0.99,0.86,0.56,0.52,0.83,0.5,0.31,0.34,0.67,0.87,0.93,0.68,0.56
illumination.csv,0.17,0.26,0.17,0.23,0.78,0.53,0.48,0.47,0.37,1.0,0.19,0.92,0.16,0.76,0.53,0.25
mpgravity.csv,0.8,0.64,1.0,0.67,0.57,0.45,0.34,0.65,0.39,0.23,0.36,0.92,0.73,0.84,0.51,0.63
nativeclient.csv,0.74,0.69,0.44,0.71,0.57,0.44,0.43,0.67,0.47,0.43,0.39,0.26,0.65,0.64,0.99,0.6
natpad.csv,0.62,0.47,0.5,0.61,0.3,0.43,0.32,0.57,0.37,0.22,0.35,0.17,0.54,0.66,0.5,0.99
ogre.csv,0.76,0.9,0.37,0.9,1.0,0.58,0.58,0.85,0.49,0.35,0.33,0.94,0.85,0.98,0.73,0.57
open-ms.csv,0.62,0.73,0.14,0.65,0.9,0.25,0.38,0.67,0.39,0.21,0.94,0.92,0.49,0.46,0.12,0.32
openmsx.csv,0.66,0.81,0.26,0.66,0.83,0.5,0.94,0.6,0.23,0.29,0.31,0.25,0.22,0.7,0.7,0.32
oppna-program-hsatools.csv,0.51,0.99,0.34,0.78,0.92,0.52,0.53,0.82,0.38,0.39,0.33,0.88,0.76,0.83,0.71,0.54
sandiaportals.csv,0.76,0.61,0.48,0.78,0.37,0.55,0.46,0.57,0.41,0.19,0.37,0.36,0.98,0.52,0.67,0.61
sauerbraten.csv,0.97,0.41,0.27,0.54,0.23,0.18,0.18,0.26,0.3,0.12,0.32,0.12,0.5,0.75,0.24,0.31
yarp.csv,0.13,0.2,0.19,0.07,0.26,1.0,0.18,0.42,0.18,0.15,0.17,0.0,0.23,0.06,0.16,0.04
zemljanka.csv,0.75,0.87,0.37,0.86,0.72,0.57,0.5,0.76,0.52,0.33,0.33,0.95,0.83,1.0,0.73,0.58
