,sauerbraten.csv,oppna-program-hsatools.csv,mpgravity.csv,gretl.csv,ogre.csv,yarp.csv,openmsx.csv,doomlegacy.csv,gmerlin.csv,illumination.csv,open-ms.csv,elateportal.csv,sandiaportals.csv,zemljanka.csv,nativeclient.csv,natpad.csv
doomlegacy.csv,0.69,0.53,0.83,0.63,0.5,0.54,0.54,0.99,0.55,0.63,0.62,0.21,0.6,0.57,0.4,0.65
elateportal.csv,0.18,0.48,0.54,0.71,0.34,0.32,0.45,0.49,0.46,0.47,0.45,1.0,0.49,0.71,0.35,0.67
gmerlin.csv,0.21,0.35,0.2,0.28,0.13,0.1,0.11,0.25,0.9,0.15,0.23,0.06,0.18,0.26,0.18,0.25
gretl.csv,0.17,0.6,0.36,0.98,0.0,0.37,0.42,0.61,0.6,0.55,0.57,0.49,0.65,0.56,0.61,0.43
illumination.csv,0.12,0.19,0.28,0.16,0.0,0.61,0.54,0.38,0.44,1.0,0.28,0.84,0.11,0.57,0.48,0.24
mpgravity.csv,0.76,0.51,1.0,0.54,0.42,0.45,0.3,0.52,0.44,0.38,0.63,0.84,0.63,0.7,0.46,0.66
nativeclient.csv,0.69,0.58,0.69,0.6,0.0,0.44,0.42,0.57,0.55,0.7,0.65,0.19,0.55,0.51,0.99,0.68
natpad.csv,0.57,0.37,0.54,0.5,0.21,0.49,0.29,0.48,0.38,0.28,0.57,0.11,0.44,0.51,0.44,0.98
ogre.csv,0.0,0.0,0.0,0.0,1.0,0.21,0.05,0.0,0.0,0.09,0.09,0.0,0.0,0.0,0.0,0.0
open-ms.csv,0.56,0.29,0.26,0.41,0.0,0.19,0.43,0.54,0.47,0.32,0.91,0.0,0.4,0.33,0.07,0.33
openmsx.csv,0.61,0.72,0.45,0.49,0.75,0.56,0.91,0.49,0.28,0.51,0.56,0.18,0.16,0.31,0.34,0.37
oppna-program-hsatools.csv,0.42,0.98,0.0,0.66,0.0,0.58,0.55,0.39,0.49,0.66,0.34,0.0,0.66,0.73,0.17,0.0
sandiaportals.csv,0.17,0.51,0.54,0.68,0.0,0.52,0.5,0.48,0.51,0.35,0.64,0.26,0.97,0.35,0.63,0.68
sauerbraten.csv,0.97,0.3,0.2,0.44,0.15,0.14,0.13,0.18,0.29,0.14,0.33,0.09,0.41,0.6,0.17,0.27
yarp.csv,0.1,0.14,0.2,0.04,0.17,1.0,0.13,0.32,0.19,0.15,0.18,0.0,0.16,0.04,0.11,0.02
zemljanka.csv,0.17,0.17,0.0,0.0,0.55,0.42,0.54,0.62,0.44,0.0,0.09,0.51,0.24,0.98,0.0,0.13
