,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.1,0.0,0.05,0.27,0.34,0.27,0.11,0.39,0.25,0.17,0.32,0.12
emono.csv,0.37,0.6,0.55,0.65,0.52,0.6,0.76,0.77,0.77,0.64,0.69,0.0
freedom-erp.csv,0.02,0.02,0.1,0.0,0.04,0.0,0.0,0.01,0.03,0.03,0.0,0.0
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
jmoney.csv,0.0,0.14,0.25,0.1,0.28,0.53,0.01,0.37,0.13,0.11,0.15,0.17
jmonkeyengine.csv,0.32,0.3,0.15,0.24,0.02,0.33,0.04,0.07,0.42,0.68,0.69,0.26
jsidplay2.csv,0.41,0.43,0.0,0.52,0.68,0.63,0.49,0.76,0.63,0.33,0.56,0.19
matrex.csv,0.27,0.06,0.35,0.06,0.2,0.47,0.01,0.37,0.15,0.02,0.1,0.31
mediate.csv,0.22,0.78,0.8,0.35,0.42,0.0,0.49,0.9,0.74,0.3,0.31,0.57
mesa3d.csv,0.29,0.22,0.4,0.06,0.32,0.57,0.21,0.59,0.23,0.03,0.05,0.24
pustefix.csv,0.66,0.78,0.5,0.02,0.4,0.4,0.75,0.73,0.12,0.26,0.53,0.31
reaper3d.csv,0.46,0.4,0.4,0.03,0.12,0.2,0.49,0.1,0.0,0.03,0.05,0.0
