,jmoney.csv,array4j.csv,jsidplay2.csv,pustefix.csv,jmonkeyengine.csv,mediate.csv,matrex.csv,freedom-erp.csv,reaper3d.csv,jchassis.csv,mesa3d.csv,emono.csv
array4j.csv,0.83,0.93,0.92,0.64,0.56,0.68,0.93,0.54,0.86,0.91,0.77,0.93
emono.csv,0.7,0.52,0.63,0.6,0.67,0.47,0.43,0.39,0.46,0.55,0.63,0.53
freedom-erp.csv,0.67,0.0,0.74,0.0,0.5,0.67,0.0,0.42,0.67,0.5,0.0,0.5
jchassis.csv,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
jmoney.csv,0.56,0.83,0.56,0.89,0.58,0.45,0.72,0.63,0.88,0.86,0.68,0.8
jmonkeyengine.csv,0.74,0.82,0.92,0.92,0.74,0.61,0.86,0.8,0.75,0.7,0.61,0.81
jsidplay2.csv,0.39,0.53,0.41,0.62,0.36,0.37,0.4,0.32,0.35,0.68,0.39,0.97
matrex.csv,0.48,0.8,0.48,0.8,0.92,0.49,0.46,0.44,0.84,0.0,0.97,0.96
mediate.csv,0.5,0.4,0.38,0.59,0.42,0.47,0.36,0.31,0.41,0.67,0.5,0.48
mesa3d.csv,0.93,0.94,0.95,0.83,0.86,0.56,0.96,0.49,0.96,0.5,0.78,0.88
pustefix.csv,0.59,0.49,0.64,0.75,0.68,0.86,0.46,0.44,0.92,0.95,0.45,0.96
reaper3d.csv,0.85,0.9,0.89,0.67,0.9,0.93,0.78,0.93,0.88,0.5,0.94,0.5
