,id,count_recall,count_precision,count_pf,cdom_score,bellwether
56,2,1,2,2,1,mclient-mume.csv
51,3,2,2,6,5,jam-daq.csv
49,4,1,4,11,15,icescrum.csv
57,5,1,2,5,4,chaperon.csv
24,6,1,9,20,19,azureus.csv
19,7,1,3,13,12,joustsim.csv
28,8,2,6,8,10,haggle.csv
17,9,1,2,6,5,mp-rechnungs-und-kundenverwaltung.csv
18,11,1,1,1,0,atunes.csv
52,12,1,1,1,1,gpsmid.csv
58,14,1,2,2,2,amanda.csv
50,15,3,6,14,18,bibedt.csv
21,16,2,6,11,12,wxcrp.csv
26,17,1,5,6,7,lufa-lib.csv
15,18,2,8,15,15,vars-redux.csv
27,19,1,1,2,2,yale.csv
14,20,1,6,10,9,amateur-scrolls.csv
29,21,1,2,6,4,foursquared.csv
59,22,9,2,3,11,kml.csv
16,27,1,5,9,8,haphazard.csv
25,28,2,4,12,11,retromenu.csv
20,29,0,7,13,12,runuomondains.csv
39,30,3,9,13,17,hibernate.csv
34,31,3,4,2,4,botsnscouts.csv
13,33,1,6,12,11,gamestone.csv
12,34,2,5,7,9,m-a-d-n-e-s-s.csv
5,35,1,3,4,3,vapor.csv
33,36,2,8,14,15,acdk.csv
40,37,2,13,20,19,novembre.csv
32,38,1,6,9,9,nebuladevice.csv
41,39,1,5,16,15,customsagetv.csv
54,40,1,3,8,6,xreal.csv
47,41,1,3,9,9,rhex.csv
22,42,1,3,3,4,badtrinitycore.csv
31,43,1,12,17,18,gzigzag.csv
30,44,1,10,20,19,xbplayer.csv
23,45,3,2,3,5,jparsec.csv
46,46,1,3,5,4,tolven.csv
55,47,1,5,10,9,jstock.csv
48,48,1,4,10,11,archive-crawler.csv
53,49,2,9,16,17,rosegarden.csv
8,51,1,5,10,8,crisscross.csv
42,52,4,3,12,15,net-snmp.csv
38,53,1,2,3,2,graphmak.csv
37,54,1,6,19,18,motu.csv
43,55,1,3,7,8,oscarmcmaster.csv
7,56,1,11,17,16,wxcode.csv
4,57,2,7,11,12,ibatisdb.csv
9,58,1,1,1,1,jmol.csv
1,59,1,1,4,3,maidsafe-dht.csv
11,60,1,4,11,11,flylinkdc.csv
0,61,1,1,5,4,migen.csv
36,62,1,4,6,8,mumble.csv
44,63,1,1,2,1,freewrl.csv
45,64,1,1,1,0,jrdf.csv
35,65,2,7,11,10,umber.csv
2,66,3,4,3,15,qmmp.csv
10,67,3,5,13,13,opensim4opencog.csv
3,68,1,10,16,15,bionote.csv
6,69,4,3,3,6,moving-pictures.csv
