,recall,precision,pf,cdom,bellwether
1,0.30000000000000004,0.42,0.28,7.0,mp-rechnungs-und-kundenverwaltung.csv
10,0.8200000000000001,0.8200000000000001,0.45999999999999996,1.0,gpsmid.csv
13,0.55,0.48,0.37,8.0,kml.csv
26,0.5,0.5,0.26,4.0,hibernate.csv
32,0.17,0.38,0.26,16.0,nebuladevice.csv
50,0.64,0.38,0.26,18.0,freewrl.csv
23,0.955,0.955,0.89,1.0,magicwars.csv
24,0.49,0.85,0.405,3.0,turbotrader-bos.csv
25,0.87,0.935,0.87,0.0,xmemcached.csv
