,firebird.csv,ontomorphtab.csv,taokgame.csv,applet2app.csv,xbplayer.csv,htmlunit.csv,webdriver.csv,smarttag.csv,monetdb.csv,fmri-dmt.csv
applet2app.csv,0.72,0.93,0.15,0.51,0.47,0.51,0.55,0.33,0.49,0.06
firebird.csv,0.67,0.79,0.11,0.41,0.43,0.39,0.47,0.29,0.46,0.08
fmri-dmt.csv,0.43,0.64,0.11,0.36,0.32,0.2,0.46,0.27,0.23,0.29
htmlunit.csv,0.66,0.84,0.16,0.44,0.49,0.51,0.52,0.3,0.46,0.05
monetdb.csv,0.68,0.8,0.44,0.46,0.62,0.56,0.58,0.2,0.56,0.1
ontomorphtab.csv,0.59,0.84,0.12,0.41,0.36,0.41,0.56,0.3,0.39,0.09
smarttag.csv,0.5,0.83,0.0,0.42,0.38,0.35,0.64,0.38,0.38,0.1
taokgame.csv,0.86,0.77,0.56,0.34,0.55,0.35,0.63,0.25,0.93,0.12
webdriver.csv,0.57,0.71,0.12,0.39,0.61,0.44,0.73,0.35,0.41,0.18
xbplayer.csv,0.67,0.81,0.16,0.48,0.58,0.49,0.64,0.29,0.64,0.12
