,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.3,0.94,0.56,0.51,0.84,0.42,0.85,0.48,0.88,0.74,0.39,0.68,0.79,0.56
carabiner.csv,0.22,0.52,0.52,0.42,0.54,1.0,0.96,0.47,0.64,0.77,0.37,0.68,0.69,0.4
elvishrayrenderer.csv,0.2,0.52,0.57,0.38,0.66,0.44,0.97,0.34,0.64,0.64,0.37,0.71,1.0,0.45
fleet-simulator.csv,0.25,0.6,0.61,0.54,0.74,0.49,0.97,0.48,1.0,0.83,0.4,0.79,0.68,0.67
gmerlin.csv,0.24,0.22,0.37,0.37,0.44,0.2,0.31,0.97,0.22,0.52,0.24,0.47,0.45,0.17
gnome-jabber.csv,0.24,0.63,0.53,0.44,0.78,0.5,0.99,0.43,0.84,0.69,0.37,0.77,0.68,0.58
ipfilter.csv,0.33,0.34,0.54,0.49,0.72,0.51,0.7,0.4,0.85,1.0,0.4,0.69,0.74,0.55
irplus.csv,0.29,0.45,0.36,0.96,0.35,0.05,0.65,0.36,0.56,0.53,0.41,0.53,0.59,0.37
mevenide.csv,0.15,0.5,0.64,0.33,0.58,0.33,0.55,0.39,0.73,0.78,0.98,0.59,0.74,0.32
moving-pictures.csv,0.2,0.63,1.0,0.43,0.57,0.42,0.86,0.33,0.48,0.61,0.29,0.58,0.6,0.43
opensim4opencog.csv,0.95,0.0,0.22,0.41,0.48,0.16,0.38,0.0,0.07,0.04,0.27,0.05,0.05,0.0
rockbox.csv,0.25,0.43,0.52,0.43,0.59,0.44,0.6,0.41,0.76,0.63,0.38,0.76,0.68,0.94
ta3d.csv,0.22,0.6,0.64,0.49,0.8,0.45,0.69,0.51,0.94,0.69,0.41,0.97,0.75,0.62
xcmetadataservicestoolkit.csv,0.21,0.52,0.46,0.47,0.99,0.43,0.97,0.37,0.75,0.84,0.29,0.78,0.62,0.44
