,opensim4opencog.csv,bnetd.csv,moving-pictures.csv,irplus.csv,xcmetadataservicestoolkit.csv,carabiner.csv,gnome-jabber.csv,gmerlin.csv,fleet-simulator.csv,ipfilter.csv,mevenide.csv,ta3d.csv,elvishrayrenderer.csv,rockbox.csv
bnetd.csv,0.55,0.1,0.68,0.83,0.87,0.64,1.03,0.71,0.76,0.6,0.99,0.97,0.84,0.59
carabiner.csv,0.66,0.61,0.76,0.87,0.96,0.0,1.0,0.99,0.53,1.01,0.65,0.55,0.51,0.71
elvishrayrenderer.csv,0.79,0.62,0.9,0.8,0.82,0.66,1.0,0.75,0.79,0.79,0.65,0.69,0.0,0.67
fleet-simulator.csv,0.72,0.71,0.79,0.84,0.66,0.77,1.0,0.71,0.0,1.0,0.7,1.0,0.82,0.44
gmerlin.csv,0.66,0.87,0.76,0.72,0.73,0.87,0.82,0.06,0.91,0.65,0.81,0.69,0.71,0.9
gnome-jabber.csv,0.71,0.78,0.73,0.79,0.64,0.81,0.4,0.74,0.29,0.85,0.85,0.55,0.92,0.84
ipfilter.csv,0.54,0.8,0.77,0.9,0.73,0.62,0.6,0.8,0.27,0.0,0.96,0.76,0.95,0.69
irplus.csv,0.6,0.78,0.77,0.05,0.8,1.02,0.94,0.73,0.64,0.69,0.62,0.72,0.69,0.84
mevenide.csv,0.84,0.77,0.65,0.77,0.61,0.77,0.62,0.86,0.94,0.76,0.03,0.92,0.7,0.85
moving-pictures.csv,0.72,0.78,0.0,0.69,0.64,0.79,0.83,0.75,1.09,0.59,0.74,0.83,0.65,0.93
opensim4opencog.csv,0.09,1.0,0.87,0.68,0.78,0.91,0.79,1.0,0.96,0.98,0.78,0.99,0.98,1.0
rockbox.csv,0.61,0.7,0.82,0.74,0.73,0.6,0.69,0.67,0.39,0.68,0.82,0.51,0.69,0.11
ta3d.csv,0.8,0.67,0.81,0.81,0.69,0.93,0.62,0.67,0.16,0.76,0.95,0.06,0.55,0.55
xcmetadataservicestoolkit.csv,0.67,0.71,0.74,0.75,0.03,0.64,1.0,0.7,0.41,0.89,0.78,0.82,0.74,0.69
