,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.69,0.18,0.33,0.15,0.56,0.39,0.17,0.22,0.48,0.07,0.19,0.85,0.76,0.05,0.5,0.69,0.12,0.38
arm-webradio.csv,0.63,0.23,0.17,0.13,0.56,0.39,0.4,0.38,0.52,0.08,0.17,0.83,0.67,0.03,0.52,0.7,0.14,0.67
bwapi.csv,0.61,0.13,0.12,0.1,0.5,0.38,0.3,0.07,0.35,0.11,0.21,0.82,0.59,0.05,0.61,0.93,0.1,0.17
co-ode-owl-plugins.csv,0.55,0.26,0.33,0.13,0.65,0.49,0.67,0.72,0.45,0.09,0.2,0.87,0.45,0.04,0.62,0.76,0.06,0.68
firebreath.csv,0.76,0.2,0.18,0.17,0.71,0.57,0.5,0.08,0.43,0.16,0.12,0.91,0.59,0.11,0.88,0.67,0.17,0.18
frogatto.csv,0.84,0.19,0.14,0.18,0.65,0.48,0.38,0.09,0.63,0.21,0.23,0.88,0.63,0.05,0.76,0.62,0.17,0.22
gretl.csv,0.64,0.24,0.29,0.24,0.55,0.37,0.22,0.28,0.43,0.11,0.2,0.89,0.65,0.09,0.53,0.77,0.09,0.35
jasperreports.csv,0.59,0.1,0.12,0.09,0.46,0.38,0.28,0.06,0.18,0.16,0.23,0.84,0.66,0.29,0.38,0.94,0.05,0.03
konversation.csv,0.81,0.27,0.33,0.23,0.81,0.55,0.2,0.16,0.33,0.12,0.18,0.92,0.57,0.13,0.75,0.85,0.07,0.25
linuxsh.csv,0.64,0.29,0.1,0.25,0.6,0.39,0.0,0.46,0.44,0.09,0.0,0.91,0.65,0.02,0.56,0.74,0.0,0.69
moviesandbox.csv,0.68,0.28,0.2,0.16,0.7,0.48,0.2,0.29,0.52,0.12,0.17,0.84,0.57,0.06,0.67,0.65,0.12,0.26
ontomorphtab.csv,0.83,0.24,0.19,0.2,0.61,0.54,0.33,0.08,0.41,0.14,0.12,0.92,0.64,0.17,0.71,0.72,0.09,0.26
opengs.csv,1.0,0.21,0.35,0.23,0.63,0.43,0.44,1.0,0.63,0.17,0.0,0.92,0.63,0.06,0.62,0.86,0.22,0.0
scite-ru.csv,0.67,0.26,0.12,0.14,0.62,0.39,0.41,0.2,0.52,0.12,0.23,0.9,0.59,0.05,0.62,0.77,0.1,0.32
tokratan.csv,0.71,0.27,0.37,0.3,0.64,0.48,1.0,0.5,0.88,0.21,0.13,0.91,0.63,0.1,1.0,0.93,0.3,0.2
vrjuggler.csv,0.72,0.25,0.23,0.25,0.74,0.5,0.33,0.12,0.38,0.14,0.26,0.8,0.7,0.06,0.71,0.53,0.4,0.54
wxcode.csv,0.89,0.0,0.37,0.29,0.6,0.59,0.75,0.33,0.0,0.55,0.2,0.93,0.6,0.13,1.0,1.0,0.33,0.02
xuggle.csv,0.81,0.21,0.23,0.31,0.61,0.47,0.39,0.11,0.6,0.22,0.12,0.91,0.65,0.05,0.66,0.79,0.24,0.37
