,ontomorphtab.csv,linuxsh.csv,konversation.csv,xuggle.csv,moviesandbox.csv,firebreath.csv,scite-ru.csv,co-ode-owl-plugins.csv,opengs.csv,tokratan.csv,vrjuggler.csv,gretl.csv,alleg.csv,jasperreports.csv,frogatto.csv,bwapi.csv,wxcode.csv,arm-webradio.csv
alleg.csv,0.85,0.49,0.67,0.49,0.44,0.57,0.67,0.5,0.41,0.54,0.44,0.35,0.49,0.63,0.43,0.52,0.49,0.75
arm-webradio.csv,0.68,0.61,0.83,0.61,0.5,0.78,0.8,0.88,0.41,0.74,0.83,0.67,0.74,0.72,0.4,0.53,0.76,0.69
bwapi.csv,0.47,0.46,0.43,0.5,0.53,0.42,0.34,0.39,0.97,0.66,0.36,0.49,0.44,0.46,0.78,0.65,0.46,0.67
co-ode-owl-plugins.csv,0.59,0.66,0.76,0.6,0.45,0.59,0.83,0.94,0.37,0.44,0.8,0.85,0.83,0.57,0.44,0.49,0.69,0.7
firebreath.csv,0.52,0.45,0.45,0.53,0.39,0.54,0.69,0.4,0.36,0.47,0.56,0.46,0.48,0.6,0.69,0.61,0.78,0.63
frogatto.csv,0.35,0.41,0.43,0.49,0.38,0.4,0.33,0.38,0.61,0.47,0.35,0.35,0.33,0.46,0.42,0.45,0.45,0.54
gretl.csv,0.56,0.56,0.67,0.66,0.41,0.53,0.83,0.6,0.46,0.43,0.87,0.45,0.57,0.48,0.42,0.48,0.52,0.68
jasperreports.csv,0.66,0.51,0.42,0.57,0.59,0.45,0.35,0.39,0.56,0.89,0.36,0.47,0.46,0.7,0.76,0.94,0.45,0.71
konversation.csv,0.5,0.93,0.5,0.88,0.62,0.48,0.93,0.95,0.93,0.51,0.86,0.61,0.74,0.61,0.88,0.75,0.71,0.85
linuxsh.csv,0.68,0.71,0.9,0.97,0.42,0.96,0.67,0.96,0.37,0.49,0.0,0.95,0.95,0.98,0.4,0.53,0.95,0.69
moviesandbox.csv,0.51,0.94,0.51,0.8,0.4,0.56,0.8,0.97,0.54,0.56,0.83,0.96,0.92,0.72,0.62,0.56,0.74,0.97
ontomorphtab.csv,0.41,0.49,0.42,0.54,0.41,0.48,0.39,0.41,0.39,0.45,0.76,0.38,0.47,0.49,0.42,0.62,0.52,0.58
opengs.csv,0.67,0.47,0.57,0.58,0.37,0.62,0.89,0.0,0.59,0.83,0.0,0.51,0.48,0.66,0.54,0.66,0.52,0.0
scite-ru.csv,0.47,0.44,0.57,0.59,0.38,0.49,0.67,0.55,0.46,0.45,0.39,0.49,0.55,0.46,0.44,0.46,0.45,0.52
tokratan.csv,0.57,0.64,0.63,0.82,0.38,0.76,0.0,0.5,0.94,0.76,0.87,0.4,0.48,0.59,0.8,0.93,0.75,0.55
vrjuggler.csv,0.56,0.75,0.77,0.92,0.68,0.94,0.87,0.88,0.88,0.86,0.49,0.84,0.95,0.8,0.57,0.53,0.8,0.66
wxcode.csv,0.67,0.73,0.63,0.86,0.55,0.69,0.88,0.67,0.0,0.91,0.9,0.49,0.51,0.54,0.67,0.92,0.67,0.71
xuggle.csv,0.52,0.41,0.58,0.65,0.37,0.49,0.36,0.56,0.49,0.65,0.56,0.43,0.39,0.46,0.45,0.51,0.52,0.46
