,net-snmp.csv,fontforge.csv,k3d.csv,patterntesting.csv,massiv.csv,t-2.csv,xreal.csv
fontforge.csv,0.59,0.78,0.25,0.64,0.01,0.25,0.06
k3d.csv,0.33,0.25,0.62,0.0,0.0,0.03,0.0
massiv.csv,0.0,0.0,0.23,0.43,0.33,0.05,0.0
net-snmp.csv,0.67,0.61,0.43,0.37,0.02,0.21,0.09
patterntesting.csv,0.61,0.62,0.27,0.63,0.01,0.22,0.05
t-2.csv,0.51,0.31,0.26,0.0,0.01,0.46,0.02
xreal.csv,0.19,0.52,0.18,0.05,0.0,0.04,0.77
