,lazarus-ccr.csv,plee-the-bear.csv,badtrinity-zero.csv,fw4spl.csv,mia.csv,kftpgrabber.csv,kolmafia.csv
badtrinity-zero.csv,275.5,198.0,99.0,1865.0,393.0,98.5,95.5
fw4spl.csv,95.5,296.0,99.0,1102.5,97.5,98.5,160.0
kftpgrabber.csv,94.5,986.5,98.5,2739.5,619.5,98.5,97.5
kolmafia.csv,193.0,198.0,99.0,3823.5,295.0,98.5,98.5
lazarus-ccr.csv,99.0,198.0,99.0,2788.0,394.0,98.5,98.5
mia.csv,192.0,198.0,99.0,494.0,194.0,96.5,98.5
plee-the-bear.csv,229.5,99.0,639.5,1402.5,97.5,98.5,95.5
