,n2cms.csv,maidsafe-dht.csv,nug.csv,nassp.csv,oorexx.csv
maidsafe-dht.csv,0.27,1.0,0.21,0.47,0.26
n2cms.csv,0.97,0.33,0.49,0.68,0.49
nassp.csv,0.23,0.41,0.28,0.93,0.23
nug.csv,0.58,0.38,0.94,0.51,0.61
oorexx.csv,0.56,0.72,0.44,0.78,0.96
